eigenvector_centrality,"[1, 3, 17, 0]"
0,"[0.10379241516966067, 0.116, 0.118, 0.082, 0.09, 0.094, 0.114, 0.086, 0.112, 0.102, 0.094, 0.11, 0.11, 0.116, 0.086, 0.09, 0.082, 0.092, 0.098, 0.0781563126252505]"
1,"[0.09580838323353294, 0.116, 0.104, 0.098, 0.08, 0.094, 0.096, 0.112, 0.106, 0.104, 0.084, 0.11, 0.11, 0.116, 0.082, 0.126, 0.092, 0.108, 0.08, 0.0781563126252505]"
2,"[0.09580838323353294, 0.116, 0.104, 0.098, 0.08, 0.094, 0.098, 0.112, 0.106, 0.118, 0.084, 0.11, 0.11, 0.096, 0.098, 0.082, 0.082, 0.114, 0.08, 0.08216432865731463]"
3,"[0.09580838323353294, 0.116, 0.104, 0.082, 0.08, 0.094, 0.122, 0.112, 0.106, 0.118, 0.084, 0.106, 0.11, 0.096, 0.098, 0.082, 0.082, 0.114, 0.08, 0.12224448897795591]"
4,"[0.1157684630738523, 0.116, 0.104, 0.082, 0.08, 0.094, 0.098, 0.112, 0.106, 0.118, 0.084, 0.106, 0.11, 0.096, 0.098, 0.082, 0.082, 0.114, 0.08, 0.12224448897795591]"
5,"[0.09580838323353294, 0.116, 0.104, 0.082, 0.08, 0.094, 0.098, 0.112, 0.106, 0.118, 0.084, 0.106, 0.11, 0.096, 0.098, 0.082, 0.082, 0.114, 0.08, 0.12224448897795591]"
6,"[0.1157684630738523, 0.098, 0.104, 0.082, 0.08, 0.094, 0.098, 0.112, 0.106, 0.118, 0.084, 0.128, 0.096, 0.15, 0.098, 0.082, 0.082, 0.114, 0.08, 0.12224448897795591]"
7,"[0.13373253493013973, 0.116, 0.11, 0.082, 0.08, 0.094, 0.098, 0.112, 0.106, 0.156, 0.084, 0.106, 0.11, 0.096, 0.094, 0.082, 0.116, 0.114, 0.08, 0.13827655310621242]"
8,"[0.1157684630738523, 0.108, 0.104, 0.082, 0.08, 0.094, 0.098, 0.112, 0.106, 0.102, 0.084, 0.154, 0.102, 0.136, 0.098, 0.082, 0.082, 0.114, 0.08, 0.0781563126252505]"
9,"[0.1656686626746507, 0.116, 0.104, 0.082, 0.08, 0.094, 0.096, 0.112, 0.106, 0.12, 0.084, 0.158, 0.11, 0.096, 0.09, 0.082, 0.09, 0.114, 0.08, 0.17234468937875752]"
10,"[0.1157684630738523, 0.184, 0.104, 0.082, 0.08, 0.094, 0.18, 0.112, 0.106, 0.102, 0.084, 0.168, 0.14, 0.122, 0.16, 0.086, 0.082, 0.114, 0.08, 0.14228456913827656]"
11,"[0.16966067864271456, 0.116, 0.104, 0.082, 0.08, 0.094, 0.14, 0.112, 0.102, 0.098, 0.084, 0.202, 0.11, 0.13, 0.166, 0.204, 0.094, 0.114, 0.08, 0.17234468937875752]"
12,"[0.1157684630738523, 0.24, 0.104, 0.082, 0.094, 0.128, 0.132, 0.146, 0.106, 0.102, 0.084, 0.198, 0.204, 0.122, 0.174, 0.082, 0.082, 0.114, 0.08, 0.1342685370741483]"
13,"[0.16966067864271456, 0.116, 0.218, 0.082, 0.08, 0.146, 0.142, 0.104, 0.122, 0.098, 0.084, 0.194, 0.11, 0.116, 0.168, 0.216, 0.102, 0.114, 0.08, 0.12625250501002003]"
14,"[0.1157684630738523, 0.24, 0.104, 0.082, 0.154, 0.126, 0.126, 0.182, 0.106, 0.102, 0.084, 0.198, 0.206, 0.122, 0.106, 0.168, 0.082, 0.088, 0.09, 0.12424849699398798]"
15,"[0.16966067864271456, 0.116, 0.216, 0.082, 0.08, 0.206, 0.108, 0.094, 0.196, 0.098, 0.12, 0.19, 0.11, 0.116, 0.174, 0.216, 0.206, 0.114, 0.08, 0.13827655310621242]"
16,"[0.1157684630738523, 0.24, 0.104, 0.082, 0.164, 0.126, 0.166, 0.12, 0.106, 0.102, 0.086, 0.198, 0.204, 0.122, 0.126, 0.194, 0.082, 0.088, 0.184, 0.13226452905811623]"
17,"[0.16966067864271456, 0.116, 0.212, 0.19, 0.08, 0.192, 0.096, 0.096, 0.198, 0.098, 0.212, 0.2, 0.11, 0.116, 0.17, 0.216, 0.206, 0.114, 0.08, 0.20240480961923848]"
18,"[0.1157684630738523, 0.24, 0.104, 0.082, 0.168, 0.126, 0.164, 0.106, 0.106, 0.102, 0.078, 0.2, 0.204, 0.122, 0.188, 0.202, 0.082, 0.088, 0.218, 0.1623246492985972]"
19,"[0.16966067864271456, 0.116, 0.2, 0.232, 0.088, 0.176, 0.096, 0.098, 0.198, 0.098, 0.216, 0.242, 0.11, 0.116, 0.14, 0.216, 0.206, 0.114, 0.08, 0.23446893787575152]"
20,"[0.1157684630738523, 0.24, 0.104, 0.082, 0.168, 0.126, 0.162, 0.102, 0.106, 0.102, 0.104, 0.2, 0.204, 0.122, 0.184, 0.196, 0.094, 0.088, 0.202, 0.1683366733466934]"
21,"[0.16966067864271456, 0.116, 0.204, 0.218, 0.1, 0.184, 0.096, 0.092, 0.198, 0.1, 0.216, 0.198, 0.11, 0.116, 0.16, 0.216, 0.208, 0.126, 0.08, 0.2545090180360721]"
22,"[0.1157684630738523, 0.24, 0.104, 0.086, 0.168, 0.126, 0.16, 0.102, 0.106, 0.102, 0.146, 0.2, 0.204, 0.122, 0.19, 0.186, 0.15, 0.098, 0.188, 0.17835671342685372]"
23,"[0.16966067864271456, 0.118, 0.21, 0.216, 0.126, 0.184, 0.096, 0.094, 0.198, 0.122, 0.218, 0.21, 0.11, 0.12, 0.162, 0.216, 0.208, 0.162, 0.08, 0.2565130260521042]"
24,"[0.1157684630738523, 0.24, 0.104, 0.098, 0.168, 0.126, 0.16, 0.104, 0.106, 0.102, 0.152, 0.2, 0.204, 0.122, 0.19, 0.154, 0.152, 0.152, 0.188, 0.22044088176352705]"
25,"[0.17165668662674652, 0.12, 0.208, 0.22, 0.136, 0.184, 0.106, 0.094, 0.198, 0.178, 0.218, 0.224, 0.11, 0.126, 0.168, 0.22, 0.208, 0.182, 0.098, 0.2565130260521042]"
