out_deg_centrality,[12 18  6  9]
0,"[0.12974051896207583, 0.094, 0.142, 0.118, 0.152, 0.102, 0.086, 0.102, 0.128, 0.098, 0.112, 0.084, 0.09, 0.098, 0.112, 0.116, 0.102, 0.114, 0.104, 0.10420841683366733]"
1,"[0.1497005988023952, 0.094, 0.086, 0.082, 0.134, 0.102, 0.202, 0.15, 0.07, 0.09, 0.134, 0.09, 0.106, 0.084, 0.2, 0.116, 0.176, 0.098, 0.198, 0.09418837675350701]"
2,"[0.20758483033932135, 0.1, 0.15, 0.108, 0.094, 0.154, 0.086, 0.174, 0.172, 0.116, 0.078, 0.09, 0.09, 0.214, 0.084, 0.116, 0.184, 0.098, 0.104, 0.09819639278557114]"
3,"[0.2694610778443114, 0.094, 0.086, 0.128, 0.238, 0.14, 0.086, 0.194, 0.13, 0.178, 0.148, 0.116, 0.098, 0.192, 0.224, 0.288, 0.28, 0.098, 0.098, 0.10821643286573146]"
4,"[0.1277445109780439, 0.116, 0.086, 0.234, 0.164, 0.158, 0.166, 0.17, 0.106, 0.14, 0.2, 0.19, 0.174, 0.33, 0.244, 0.26, 0.184, 0.08, 0.104, 0.16432865731462926]"
5,"[0.16966067864271456, 0.094, 0.086, 0.206, 0.204, 0.144, 0.124, 0.106, 0.114, 0.076, 0.154, 0.21, 0.098, 0.134, 0.252, 0.11, 0.15, 0.116, 0.204, 0.18036072144288579]"
6,"[0.20159680638722555, 0.098, 0.258, 0.166, 0.09, 0.166, 0.25, 0.124, 0.182, 0.102, 0.272, 0.198, 0.23, 0.106, 0.178, 0.108, 0.106, 0.096, 0.142, 0.10821643286573146]"
7,"[0.1996007984031936, 0.098, 0.186, 0.136, 0.092, 0.218, 0.152, 0.186, 0.172, 0.076, 0.33, 0.156, 0.098, 0.106, 0.096, 0.108, 0.142, 0.192, 0.234, 0.1523046092184369]"
8,"[0.18962075848303392, 0.098, 0.108, 0.196, 0.1, 0.236, 0.166, 0.164, 0.18, 0.154, 0.292, 0.194, 0.332, 0.138, 0.096, 0.108, 0.156, 0.082, 0.104, 0.156312625250501]"
9,"[0.3473053892215569, 0.098, 0.094, 0.122, 0.138, 0.262, 0.252, 0.202, 0.34, 0.21, 0.354, 0.148, 0.27, 0.106, 0.232, 0.11, 0.396, 0.254, 0.294, 0.3466933867735471]"
10,"[0.4311377245508982, 0.478, 0.33, 0.38, 0.336, 0.42, 0.398, 0.488, 0.298, 0.284, 0.214, 0.304, 0.484, 0.23, 0.41, 0.216, 0.298, 0.134, 0.118, 0.33266533066132264]"
11,"[0.38323353293413176, 0.278, 0.36, 0.358, 0.516, 0.322, 0.424, 0.356, 0.478, 0.468, 0.484, 0.456, 0.27, 0.488, 0.426, 0.392, 0.4, 0.408, 0.396, 0.2925851703406814]"
12,"[0.22554890219560877, 0.366, 0.5, 0.31, 0.314, 0.342, 0.396, 0.42, 0.272, 0.366, 0.244, 0.444, 0.332, 0.476, 0.4, 0.462, 0.236, 0.254, 0.214, 0.3306613226452906]"
13,"[0.3033932135728543, 0.16, 0.236, 0.238, 0.344, 0.27, 0.286, 0.206, 0.308, 0.32, 0.312, 0.3, 0.274, 0.536, 0.16, 0.416, 0.406, 0.298, 0.278, 0.3286573146292585]"
14,"[0.2554890219560878, 0.332, 0.344, 0.248, 0.186, 0.326, 0.382, 0.33, 0.23, 0.252, 0.234, 0.322, 0.324, 0.218, 0.382, 0.346, 0.298, 0.254, 0.252, 0.3466933867735471]"
15,"[0.34930139720558884, 0.132, 0.106, 0.238, 0.358, 0.142, 0.276, 0.27, 0.4, 0.346, 0.314, 0.184, 0.316, 0.376, 0.224, 0.41, 0.362, 0.394, 0.3, 0.33867735470941884]"
16,"[0.25149700598802394, 0.368, 0.342, 0.302, 0.194, 0.298, 0.368, 0.366, 0.166, 0.176, 0.264, 0.33, 0.354, 0.124, 0.386, 0.348, 0.38, 0.254, 0.188, 0.38877755511022044]"
17,"[0.34530938123752497, 0.106, 0.102, 0.214, 0.382, 0.13, 0.32, 0.364, 0.35, 0.366, 0.32, 0.21, 0.398, 0.392, 0.36, 0.344, 0.3, 0.394, 0.362, 0.2745490981963928]"
18,"[0.2954091816367265, 0.43, 0.382, 0.294, 0.306, 0.376, 0.502, 0.394, 0.19, 0.098, 0.236, 0.394, 0.322, 0.146, 0.342, 0.4, 0.34, 0.272, 0.158, 0.3787575150300601]"
19,"[0.37325349301397204, 0.11, 0.102, 0.212, 0.376, 0.162, 0.386, 0.466, 0.404, 0.366, 0.308, 0.32, 0.4, 0.376, 0.352, 0.332, 0.246, 0.38, 0.41, 0.2625250501002004]"
20,"[0.500998003992016, 0.442, 0.408, 0.3, 0.51, 0.342, 0.384, 0.45, 0.286, 0.098, 0.226, 0.382, 0.354, 0.19, 0.28, 0.39, 0.288, 0.404, 0.216, 0.32064128256513025]"
21,"[0.32934131736526945, 0.12, 0.106, 0.256, 0.452, 0.25, 0.344, 0.408, 0.388, 0.36, 0.31, 0.402, 0.364, 0.374, 0.342, 0.378, 0.256, 0.386, 0.412, 0.312625250501002]"
22,"[0.3912175648702595, 0.45, 0.408, 0.32, 0.506, 0.324, 0.36, 0.44, 0.344, 0.16, 0.266, 0.358, 0.406, 0.204, 0.278, 0.364, 0.29, 0.442, 0.278, 0.3106212424849699]"
23,"[0.36726546906187624, 0.166, 0.122, 0.36, 0.444, 0.266, 0.33, 0.38, 0.382, 0.336, 0.308, 0.322, 0.39, 0.348, 0.348, 0.336, 0.264, 0.402, 0.412, 0.2685370741482966]"
