eigenvector_centrality,"[18, 16, 10, 16, 6, 2]"
0,"[0.2012779552715655, 0.10862619808306709, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.12460063897763578, 0.11182108626198083, 0.09584664536741214, 0.0926517571884984, 0.07667731629392971, 0.06070287539936102, 0.08945686900958466, 0.1182108626198083, 0.07348242811501597, 0.09935897435897435, 0.09615384615384616, 0.10256410256410256, 0.10897435897435898, 0.08974358974358974, 0.09935897435897435, 0.11538461538461539, 0.07051282051282051, 0.08333333333333333, 0.09294871794871795, 0.09935897435897435, 0.11538461538461539, 0.09615384615384616, 0.11217948717948718, 0.09615384615384616, 0.11858974358974358]"
1,"[0.12140575079872204, 0.08306709265175719, 0.14057507987220447, 0.10862619808306709, 0.09904153354632587, 0.09904153354632587, 0.09584664536741214, 0.09584664536741214, 0.09904153354632587, 0.09584664536741214, 0.0926517571884984, 0.12140575079872204, 0.09904153354632587, 0.0926517571884984, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.09615384615384616, 0.11858974358974358, 0.11538461538461539, 0.09935897435897435, 0.11858974358974358, 0.11858974358974358, 0.08974358974358974, 0.08653846153846154, 0.11538461538461539, 0.07692307692307693, 0.10897435897435898, 0.11858974358974358, 0.10256410256410256, 0.016025641025641024, 0.0641025641025641]"
2,"[0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.10543130990415335, 0.07028753993610223, 0.09904153354632587, 0.06389776357827476, 0.08945686900958466, 0.07667731629392971, 0.09584664536741214, 0.0926517571884984, 0.07667731629392971, 0.08945686900958466, 0.10223642172523961, 0.06070287539936102, 0.07348242811501597, 0.09935897435897435, 0.05128205128205128, 0.10256410256410256, 0.10576923076923077, 0.10576923076923077, 0.09935897435897435, 0.11538461538461539, 0.08974358974358974, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
3,"[0.07348242811501597, 0.02875399361022364, 0.14057507987220447, 0.0926517571884984, 0.09904153354632587, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.12140575079872204, 0.09904153354632587, 0.10223642172523961, 0.1182108626198083, 0.009584664536741214, 0.07692307692307693, 0.11858974358974358, 0.08653846153846154, 0.11217948717948718, 0.041666666666666664, 0.09935897435897435, 0.09615384615384616, 0.08974358974358974, 0.10256410256410256, 0.10576923076923077, 0.07692307692307693, 0.10897435897435898, 0.11858974358974358, 0.07371794871794872, 0.07371794871794872, 0.09935897435897435]"
4,"[0.09904153354632587, 0.11182108626198083, 0.134185303514377, 0.10543130990415335, 0.11501597444089456, 0.09904153354632587, 0.06389776357827476, 0.07987220447284345, 0.07667731629392971, 0.0670926517571885, 0.0926517571884984, 0.07667731629392971, 0.10223642172523961, 0.08945686900958466, 0.09584664536741214, 0.07348242811501597, 0.13141025641025642, 0.09935897435897435, 0.10256410256410256, 0.10576923076923077, 0.10576923076923077, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.10576923076923077, 0.09935897435897435, 0.10256410256410256, 0.12179487179487179, 0.10256410256410256]"
5,"[0.07348242811501597, 0.10862619808306709, 0.14057507987220447, 0.0926517571884984, 0.09904153354632587, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.12140575079872204, 0.09904153354632587, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.11858974358974358, 0.08653846153846154, 0.11217948717948718, 0.11858974358974358, 0.02564102564102564, 0.09615384615384616, 0.08974358974358974, 0.10256410256410256, 0.07371794871794872, 0.07692307692307693, 0.10897435897435898, 0.11858974358974358, 0.12179487179487179, 0.07371794871794872, 0.09935897435897435]"
6,"[0.09904153354632587, 0.11182108626198083, 0.134185303514377, 0.10543130990415335, 0.11501597444089456, 0.09584664536741214, 0.06389776357827476, 0.07987220447284345, 0.07667731629392971, 0.08945686900958466, 0.0926517571884984, 0.07667731629392971, 0.10223642172523961, 0.08945686900958466, 0.09584664536741214, 0.07348242811501597, 0.13141025641025642, 0.09935897435897435, 0.10256410256410256, 0.10576923076923077, 0.10576923076923077, 0.11538461538461539, 0.10576923076923077, 0.060897435897435896, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.10576923076923077, 0.09935897435897435, 0.10256410256410256, 0.12179487179487179, 0.10256410256410256]"
7,"[0.07348242811501597, 0.10862619808306709, 0.14057507987220447, 0.0926517571884984, 0.09904153354632587, 0.0926517571884984, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.12140575079872204, 0.09904153354632587, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.11858974358974358, 0.08653846153846154, 0.11217948717948718, 0.11858974358974358, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.10256410256410256, 0.07371794871794872, 0.07692307692307693, 0.10897435897435898, 0.11858974358974358, 0.12179487179487179, 0.07371794871794872, 0.09935897435897435]"
8,"[0.09904153354632587, 0.11182108626198083, 0.134185303514377, 0.10543130990415335, 0.11501597444089456, 0.08626198083067092, 0.06389776357827476, 0.07987220447284345, 0.07667731629392971, 0.08945686900958466, 0.0926517571884984, 0.07667731629392971, 0.10223642172523961, 0.08945686900958466, 0.09584664536741214, 0.07348242811501597, 0.13141025641025642, 0.09935897435897435, 0.10256410256410256, 0.10576923076923077, 0.10576923076923077, 0.11538461538461539, 0.10576923076923077, 0.03205128205128205, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.10576923076923077, 0.09935897435897435, 0.10256410256410256, 0.12179487179487179, 0.10256410256410256]"
