none,[]
10,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.08306709265175719, 0.11501597444089456, 0.09904153354632587, 0.1182108626198083, 0.07987220447284345, 0.07667731629392971, 0.12140575079872204, 0.10543130990415335, 0.07667731629392971, 0.08945686900958466, 0.08945686900958466, 0.09584664536741214, 0.07348242811501597, 0.003205128205128205, 0.11858974358974358, 0.07051282051282051, 0.003205128205128205, 0.09935897435897435, 0.03205128205128205, 0.035256410256410256, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10256410256410256, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.09615384615384616, 0.05448717948717949]"
11,"[0.07348242811501597, 0.09904153354632587, 0.08626198083067092, 0.0926517571884984, 0.1182108626198083, 0.0926517571884984, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.09584664536741214, 0.08626198083067092, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.09904153354632587, 0.08333333333333333, 0.11858974358974358, 0.08653846153846154, 0.08653846153846154, 0.035256410256410256, 0.09935897435897435, 0.125, 0.04807692307692308, 0.07692307692307693, 0.11538461538461539, 0.09294871794871795, 0.10897435897435898, 0.09615384615384616, 0.11858974358974358, 0.07371794871794872, 0.09935897435897435]"
12,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.08306709265175719, 0.11501597444089456, 0.09904153354632587, 0.1182108626198083, 0.07987220447284345, 0.04792332268370607, 0.12140575079872204, 0.10543130990415335, 0.07667731629392971, 0.08945686900958466, 0.08945686900958466, 0.09584664536741214, 0.07348242811501597, 0.03205128205128205, 0.11858974358974358, 0.07051282051282051, 0.10576923076923077, 0.09935897435897435, 0.028846153846153848, 0.10576923076923077, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.016025641025641024, 0.08333333333333333, 0.04487179487179487, 0.10256410256410256, 0.09615384615384616, 0.10256410256410256]"
13,"[0.006389776357827476, 0.09904153354632587, 0.08626198083067092, 0.08945686900958466, 0.1182108626198083, 0.0926517571884984, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.019169329073482427, 0.009584664536741214, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.09904153354632587, 0.08333333333333333, 0.00641025641025641, 0.00641025641025641, 0.08653846153846154, 0.057692307692307696, 0.09935897435897435, 0.125, 0.060897435897435896, 0.019230769230769232, 0.11538461538461539, 0.09294871794871795, 0.10897435897435898, 0.09615384615384616, 0.035256410256410256, 0.003205128205128205, 0.09935897435897435]"
14,"[0.12140575079872204, 0.009584664536741214, 0.003194888178913738, 0.08306709265175719, 0.006389776357827476, 0.09904153354632587, 0.1182108626198083, 0.019169329073482427, 0.08945686900958466, 0.12140575079872204, 0.10543130990415335, 0.006389776357827476, 0.08945686900958466, 0.0, 0.0, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.00641025641025641, 0.09935897435897435, 0.009615384615384616, 0.10897435897435898, 0.08333333333333333, 0.11217948717948718, 0.057692307692307696, 0.07692307692307693, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.003205128205128205]"
15,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09584664536741214, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09584664536741214, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.016025641025641024, 0.09615384615384616, 0.057692307692307696, 0.07051282051282051, 0.09935897435897435]"
16,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
17,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
18,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
19,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
20,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
21,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
22,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
23,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
24,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
25,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
26,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
27,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
28,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
29,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
30,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
31,"[0.08945686900958466, 0.08945686900958466, 0.08306709265175719, 0.1182108626198083, 0.10543130990415335, 0.09904153354632587, 0.09584664536741214, 0.07348242811501597, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.0926517571884984, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.10543130990415335, 0.08012820512820513, 0.09294871794871795, 0.11858974358974358, 0.08333333333333333, 0.08974358974358974, 0.07051282051282051, 0.09294871794871795, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.08653846153846154, 0.10576923076923077, 0.08012820512820513, 0.08974358974358974, 0.07051282051282051, 0.07692307692307693]"
32,"[0.07667731629392971, 0.10862619808306709, 0.09904153354632587, 0.04472843450479233, 0.134185303514377, 0.08626198083067092, 0.038338658146964855, 0.09584664536741214, 0.12460063897763578, 0.0926517571884984, 0.07667731629392971, 0.09584664536741214, 0.07667731629392971, 0.09904153354632587, 0.10543130990415335, 0.06070287539936102, 0.060897435897435896, 0.07692307692307693, 0.04487179487179487, 0.11538461538461539, 0.08333333333333333, 0.10576923076923077, 0.11538461538461539, 0.057692307692307696, 0.0673076923076923, 0.10256410256410256, 0.10897435897435898, 0.05128205128205128, 0.0673076923076923, 0.041666666666666664, 0.0641025641025641, 0.08012820512820513]"
33,"[0.08945686900958466, 0.054313099041533544, 0.054313099041533544, 0.1182108626198083, 0.051118210862619806, 0.09904153354632587, 0.09584664536741214, 0.054313099041533544, 0.08626198083067092, 0.1182108626198083, 0.09584664536741214, 0.051118210862619806, 0.09904153354632587, 0.08626198083067092, 0.054313099041533544, 0.10543130990415335, 0.05128205128205128, 0.09294871794871795, 0.11858974358974358, 0.07051282051282051, 0.08974358974358974, 0.10576923076923077, 0.060897435897435896, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974, 0.05448717948717949, 0.10576923076923077, 0.08012820512820513, 0.08974358974358974, 0.07051282051282051, 0.08333333333333333]"
34,"[0.06070287539936102, 0.10862619808306709, 0.09904153354632587, 0.04472843450479233, 0.134185303514377, 0.08945686900958466, 0.06389776357827476, 0.09584664536741214, 0.12460063897763578, 0.07348242811501597, 0.054313099041533544, 0.09584664536741214, 0.07667731629392971, 0.09904153354632587, 0.10543130990415335, 0.06389776357827476, 0.060897435897435896, 0.0673076923076923, 0.04807692307692308, 0.11538461538461539, 0.08653846153846154, 0.10576923076923077, 0.11538461538461539, 0.0641025641025641, 0.05448717948717949, 0.10256410256410256, 0.10897435897435898, 0.04487179487179487, 0.0673076923076923, 0.08012820512820513, 0.0673076923076923, 0.08012820512820513]"
35,"[0.08945686900958466, 0.07028753993610223, 0.07028753993610223, 0.1182108626198083, 0.054313099041533544, 0.09904153354632587, 0.09584664536741214, 0.06389776357827476, 0.06389776357827476, 0.1182108626198083, 0.09584664536741214, 0.051118210862619806, 0.09904153354632587, 0.08306709265175719, 0.06070287539936102, 0.10543130990415335, 0.07371794871794872, 0.09294871794871795, 0.11858974358974358, 0.08333333333333333, 0.08974358974358974, 0.11217948717948718, 0.07051282051282051, 0.07051282051282051, 0.12179487179487179, 0.08653846153846154, 0.05448717948717949, 0.10576923076923077, 0.07692307692307693, 0.08974358974358974, 0.07051282051282051, 0.07371794871794872]"
36,"[0.06070287539936102, 0.10862619808306709, 0.09904153354632587, 0.054313099041533544, 0.134185303514377, 0.08626198083067092, 0.08306709265175719, 0.09584664536741214, 0.12460063897763578, 0.07667731629392971, 0.05750798722044728, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.10543130990415335, 0.0926517571884984, 0.060897435897435896, 0.07051282051282051, 0.060897435897435896, 0.11538461538461539, 0.08333333333333333, 0.10576923076923077, 0.11538461538461539, 0.0641025641025641, 0.060897435897435896, 0.10256410256410256, 0.10897435897435898, 0.04807692307692308, 0.0673076923076923, 0.07051282051282051, 0.07051282051282051, 0.08012820512820513]"
37,"[0.08945686900958466, 0.0926517571884984, 0.07348242811501597, 0.1182108626198083, 0.06389776357827476, 0.09904153354632587, 0.09584664536741214, 0.07667731629392971, 0.0670926517571885, 0.1182108626198083, 0.09584664536741214, 0.06070287539936102, 0.09904153354632587, 0.08626198083067092, 0.05750798722044728, 0.10543130990415335, 0.07692307692307693, 0.09294871794871795, 0.11858974358974358, 0.08333333333333333, 0.08974358974358974, 0.11538461538461539, 0.0673076923076923, 0.07051282051282051, 0.12179487179487179, 0.08653846153846154, 0.057692307692307696, 0.10576923076923077, 0.08012820512820513, 0.08974358974358974, 0.07051282051282051, 0.07051282051282051]"
38,"[0.0670926517571885, 0.10862619808306709, 0.09904153354632587, 0.07028753993610223, 0.134185303514377, 0.0926517571884984, 0.0926517571884984, 0.09584664536741214, 0.12460063897763578, 0.07348242811501597, 0.0670926517571885, 0.09584664536741214, 0.0926517571884984, 0.09904153354632587, 0.10543130990415335, 0.09904153354632587, 0.060897435897435896, 0.08974358974358974, 0.0673076923076923, 0.11538461538461539, 0.10256410256410256, 0.10576923076923077, 0.11538461538461539, 0.060897435897435896, 0.0641025641025641, 0.10256410256410256, 0.10897435897435898, 0.04807692307692308, 0.0673076923076923, 0.060897435897435896, 0.07371794871794872, 0.08012820512820513]"
39,"[0.08945686900958466, 0.1182108626198083, 0.10223642172523961, 0.1182108626198083, 0.08626198083067092, 0.09904153354632587, 0.09584664536741214, 0.07667731629392971, 0.07028753993610223, 0.1182108626198083, 0.09584664536741214, 0.0670926517571885, 0.09904153354632587, 0.0926517571884984, 0.07667731629392971, 0.10543130990415335, 0.07371794871794872, 0.09294871794871795, 0.11858974358974358, 0.08333333333333333, 0.08974358974358974, 0.1282051282051282, 0.08653846153846154, 0.07051282051282051, 0.12179487179487179, 0.08653846153846154, 0.057692307692307696, 0.10576923076923077, 0.07371794871794872, 0.08974358974358974, 0.07051282051282051, 0.07692307692307693]"
40,"[0.07028753993610223, 0.10862619808306709, 0.09904153354632587, 0.07987220447284345, 0.134185303514377, 0.0926517571884984, 0.09904153354632587, 0.09584664536741214, 0.12460063897763578, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.10543130990415335, 0.09904153354632587, 0.060897435897435896, 0.08333333333333333, 0.07051282051282051, 0.11538461538461539, 0.11217948717948718, 0.10576923076923077, 0.11538461538461539, 0.05448717948717949, 0.0641025641025641, 0.10256410256410256, 0.10897435897435898, 0.04807692307692308, 0.0673076923076923, 0.07051282051282051, 0.07371794871794872, 0.08012820512820513]"
41,"[0.08945686900958466, 0.0926517571884984, 0.0926517571884984, 0.1182108626198083, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.07667731629392971, 0.0670926517571885, 0.1182108626198083, 0.09584664536741214, 0.06070287539936102, 0.09904153354632587, 0.08626198083067092, 0.07987220447284345, 0.10543130990415335, 0.07692307692307693, 0.09294871794871795, 0.11858974358974358, 0.08333333333333333, 0.08974358974358974, 0.11538461538461539, 0.08012820512820513, 0.07051282051282051, 0.12179487179487179, 0.08333333333333333, 0.057692307692307696, 0.10576923076923077, 0.07371794871794872, 0.08974358974358974, 0.07051282051282051, 0.07371794871794872]"
42,"[0.0670926517571885, 0.10862619808306709, 0.09904153354632587, 0.054313099041533544, 0.134185303514377, 0.08626198083067092, 0.08945686900958466, 0.09584664536741214, 0.12460063897763578, 0.08306709265175719, 0.0670926517571885, 0.09584664536741214, 0.08626198083067092, 0.09904153354632587, 0.10543130990415335, 0.08306709265175719, 0.060897435897435896, 0.07371794871794872, 0.0641025641025641, 0.11538461538461539, 0.08653846153846154, 0.10576923076923077, 0.11538461538461539, 0.0673076923076923, 0.060897435897435896, 0.10256410256410256, 0.10897435897435898, 0.04487179487179487, 0.0673076923076923, 0.0673076923076923, 0.07371794871794872, 0.08012820512820513]"
