eigenvector_centrality,"[9, 29, 4, 15, 0, 17]"
0,"[0.12140575079872204, 0.09904153354632587, 0.07348242811501597, 0.13099041533546327, 0.07987220447284345, 0.1182108626198083, 0.13099041533546327, 0.07987220447284345, 0.09584664536741214, 0.13738019169329074, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.08626198083067092, 0.18210862619808307, 0.10862619808306709, 0.125, 0.09935897435897435, 0.125, 0.08653846153846154, 0.05448717948717949, 0.09935897435897435, 0.11538461538461539, 0.07371794871794872, 0.13141025641025642, 0.11538461538461539, 0.08333333333333333, 0.08012820512820513, 0.11858974358974358, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077]"
1,"[0.0926517571884984, 0.08306709265175719, 0.08306709265175719, 0.08306709265175719, 0.08626198083067092, 0.09904153354632587, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.12140575079872204, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.11501597444089456, 0.09935897435897435, 0.11858974358974358, 0.10576923076923077, 0.07371794871794872, 0.08974358974358974, 0.08974358974358974, 0.0673076923076923, 0.08333333333333333, 0.0673076923076923, 0.09294871794871795, 0.14743589743589744, 0.10256410256410256, 0.1282051282051282, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077]"
2,"[0.08945686900958466, 0.09904153354632587, 0.09904153354632587, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.08945686900958466, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.06070287539936102, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.09935897435897435, 0.08333333333333333, 0.11858974358974358, 0.05448717948717949, 0.09935897435897435, 0.11538461538461539, 0.10256410256410256, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.04807692307692308, 0.11858974358974358, 0.10256410256410256, 0.08974358974358974, 0.02564102564102564]"
3,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10862619808306709, 0.09584664536741214, 0.025559105431309903, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07028753993610223, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.1282051282051282, 0.09935897435897435, 0.1346153846153846, 0.01282051282051282, 0.09935897435897435, 0.08974358974358974, 0.0673076923076923, 0.07051282051282051, 0.0673076923076923, 0.10576923076923077, 0.08653846153846154, 0.11538461538461539, 0.07051282051282051, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
4,"[0.08945686900958466, 0.09904153354632587, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.054313099041533544, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.06070287539936102, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.041666666666666664, 0.08974358974358974, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.060897435897435896, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08653846153846154, 0.13141025641025642, 0.08653846153846154]"
5,"[0.09904153354632587, 0.08306709265175719, 0.04472843450479233, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.0670926517571885, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.12140575079872204, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.022435897435897436, 0.09935897435897435, 0.1346153846153846, 0.041666666666666664, 0.09935897435897435, 0.02564102564102564, 0.11217948717948718, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.1282051282051282, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
6,"[0.038338658146964855, 0.09904153354632587, 0.11501597444089456, 0.02875399361022364, 0.08945686900958466, 0.06070287539936102, 0.09904153354632587, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.02875399361022364, 0.07667731629392971, 0.05750798722044728, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.022435897435897436, 0.060897435897435896, 0.11858974358974358, 0.022435897435897436, 0.0673076923076923, 0.10897435897435898, 0.016025641025641024, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
7,"[0.09904153354632587, 0.03514376996805112, 0.04472843450479233, 0.10862619808306709, 0.06070287539936102, 0.12140575079872204, 0.12140575079872204, 0.019169329073482427, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.0926517571884984, 0.08945686900958466, 0.0926517571884984, 0.04153354632587859, 0.11501597444089456, 0.038461538461538464, 0.09935897435897435, 0.1346153846153846, 0.009615384615384616, 0.09935897435897435, 0.00641025641025641, 0.019230769230769232, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.07051282051282051, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
8,"[0.06070287539936102, 0.09904153354632587, 0.11501597444089456, 0.07667731629392971, 0.08945686900958466, 0.06389776357827476, 0.051118210862619806, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.03514376996805112, 0.07667731629392971, 0.06070287539936102, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.060897435897435896, 0.03205128205128205, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.08012820512820513, 0.1282051282051282, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
9,"[0.09904153354632587, 0.08306709265175719, 0.051118210862619806, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
10,"[0.08945686900958466, 0.10543130990415335, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.06070287539936102, 0.08306709265175719, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.09294871794871795, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
11,"[0.0926517571884984, 0.08306709265175719, 0.054313099041533544, 0.022364217252396165, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07348242811501597, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.08945686900958466, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
12,"[0.08945686900958466, 0.019169329073482427, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.1182108626198083, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10223642172523961, 0.09904153354632587, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.08653846153846154, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
13,"[0.01597444089456869, 0.08306709265175719, 0.054313099041533544, 0.02875399361022364, 0.09584664536741214, 0.08306709265175719, 0.0926517571884984, 0.12460063897763578, 0.10223642172523961, 0.05750798722044728, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.10862619808306709, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.060897435897435896, 0.10576923076923077, 0.14743589743589744, 0.08012820512820513, 0.07692307692307693, 0.10576923076923077, 0.09615384615384616, 0.09294871794871795]"
14,"[0.08945686900958466, 0.025559105431309903, 0.054313099041533544, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.11182108626198083, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.09584664536741214, 0.09904153354632587, 0.08333333333333333, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.08653846153846154, 0.08653846153846154, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.07051282051282051]"
15,"[0.06389776357827476, 0.08306709265175719, 0.054313099041533544, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.12460063897763578, 0.10223642172523961, 0.0670926517571885, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.10862619808306709, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.08974358974358974, 0.11538461538461539, 0.0673076923076923, 0.13141025641025642, 0.057692307692307696, 0.10576923076923077, 0.14743589743589744, 0.08012820512820513, 0.07692307692307693, 0.10897435897435898, 0.09294871794871795, 0.09294871794871795]"
16,"[0.08945686900958466, 0.10223642172523961, 0.10223642172523961, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.11182108626198083, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10862619808306709, 0.09904153354632587, 0.08333333333333333, 0.09615384615384616, 0.08333333333333333, 0.08974358974358974, 0.12179487179487179, 0.09294871794871795, 0.11538461538461539, 0.10256410256410256, 0.13141025641025642, 0.09935897435897435, 0.08653846153846154, 0.10256410256410256, 0.1282051282051282, 0.08974358974358974, 0.13141025641025642, 0.10576923076923077]"
