eigenvector_centrality,"[21, 19, 12]"
0,"[0.07348242811501597, 0.07348242811501597, 0.09584664536741214, 0.08945686900958466, 0.11501597444089456, 0.08306709265175719, 0.09584664536741214, 0.11182108626198083, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.10862619808306709, 0.06070287539936102, 0.08945686900958466, 0.11501597444089456, 0.09904153354632587, 0.09935897435897435, 0.07692307692307693, 0.08974358974358974, 0.08653846153846154, 0.08974358974358974, 0.09294871794871795, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.10256410256410256, 0.09294871794871795, 0.20192307692307693, 0.11217948717948718, 0.08974358974358974, 0.09615384615384616, 0.10256410256410256]"
1,"[0.12140575079872204, 0.08626198083067092, 0.09904153354632587, 0.08626198083067092, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.09584664536741214, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.08333333333333333, 0.07692307692307693, 0.05448717948717949, 0.09935897435897435, 0.10897435897435898, 0.11538461538461539, 0.11538461538461539, 0.10897435897435898, 0.10256410256410256, 0.10576923076923077, 0.14743589743589744, 0.08333333333333333, 0.07692307692307693, 0.12179487179487179, 0.09615384615384616, 0.09935897435897435]"
2,"[0.07348242811501597, 0.009584664536741214, 0.134185303514377, 0.03514376996805112, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.08653846153846154, 0.12179487179487179, 0.09294871794871795, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.10256410256410256, 0.09294871794871795, 0.10256410256410256, 0.09935897435897435, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256]"
3,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.08626198083067092, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.08333333333333333, 0.07692307692307693, 0.10576923076923077, 0.09935897435897435, 0.10897435897435898, 0.11538461538461539, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.10576923076923077, 0.14743589743589744, 0.10897435897435898, 0.07692307692307693, 0.12179487179487179, 0.07371794871794872, 0.09294871794871795]"
4,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.0, 0.09615384615384616, 0.08333333333333333, 0.08653846153846154, 0.12179487179487179, 0.11538461538461539, 0.0, 0.10256410256410256, 0.13141025641025642, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256]"
5,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.08333333333333333, 0.038461538461538464, 0.10576923076923077, 0.09935897435897435, 0.11858974358974358, 0.11538461538461539, 0.0673076923076923, 0.08974358974358974, 0.10256410256410256, 0.10576923076923077, 0.14743589743589744, 0.10897435897435898, 0.07692307692307693, 0.12179487179487179, 0.07371794871794872, 0.09615384615384616]"
6,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.09615384615384616, 0.08333333333333333, 0.10576923076923077, 0.12179487179487179, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.060897435897435896, 0.13141025641025642, 0.10256410256410256]"
7,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.003205128205128205, 0.11858974358974358, 0.08653846153846154, 0.03205128205128205, 0.11858974358974358, 0.11538461538461539, 0.0673076923076923, 0.08974358974358974, 0.10256410256410256, 0.10576923076923077, 0.14743589743589744, 0.10897435897435898, 0.07692307692307693, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
8,"[0.01597444089456869, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.006389776357827476, 0.08306709265175719, 0.07667731629392971, 0.0, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.09615384615384616, 0.08333333333333333, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256]"
