eigenvector_centrality,[31 30 29 28 27 26]
0,"[0.19169329073482427, 0.08306709265175719, 0.08626198083067092, 0.10862619808306709, 0.08306709265175719, 0.09904153354632587, 0.13099041533546327, 0.07987220447284345, 0.07667731629392971, 0.08945686900958466, 0.10543130990415335, 0.10543130990415335, 0.10223642172523961, 0.08945686900958466, 0.07028753993610223, 0.2364217252396166, 0.08333333333333333, 0.1794871794871795, 0.08974358974358974, 0.09615384615384616, 0.09935897435897435, 0.11858974358974358, 0.10576923076923077, 0.1346153846153846, 0.14102564102564102, 0.10576923076923077, 0.08333333333333333, 0.057692307692307696, 0.09615384615384616, 0.07051282051282051, 0.08012820512820513, 0.10256410256410256]"
1,"[0.10223642172523961, 0.10543130990415335, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.0926517571884984, 0.06070287539936102, 0.11182108626198083, 0.09904153354632587, 0.12140575079872204, 0.0926517571884984, 0.11501597444089456, 0.09904153354632587, 0.10223642172523961, 0.09904153354632587, 0.09904153354632587, 0.1346153846153846, 0.09615384615384616, 0.07051282051282051, 0.07371794871794872, 0.00641025641025641, 0.08974358974358974, 0.11538461538461539, 0.08974358974358974, 0.08653846153846154, 0.07371794871794872, 0.08653846153846154, 0.10256410256410256, 0.11858974358974358, 0.12179487179487179, 0.07692307692307693, 0.10576923076923077]"
2,"[0.11182108626198083, 0.08306709265175719, 0.0, 0.08945686900958466, 0.08306709265175719, 0.08306709265175719, 0.09904153354632587, 0.10862619808306709, 0.07667731629392971, 0.0670926517571885, 0.0926517571884984, 0.01597444089456869, 0.10223642172523961, 0.08945686900958466, 0.09584664536741214, 0.10862619808306709, 0.11858974358974358, 0.09935897435897435, 0.08974358974358974, 0.09935897435897435, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.1346153846153846, 0.10897435897435898, 0.08974358974358974, 0.08333333333333333, 0.057692307692307696, 0.10256410256410256, 0.0673076923076923, 0.08974358974358974, 0.10256410256410256]"
3,"[0.10223642172523961, 0.10543130990415335, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.0926517571884984, 0.07987220447284345, 0.11182108626198083, 0.009584664536741214, 0.12140575079872204, 0.0926517571884984, 0.11501597444089456, 0.08626198083067092, 0.10223642172523961, 0.10862619808306709, 0.09904153354632587, 0.1346153846153846, 0.08653846153846154, 0.003205128205128205, 0.07371794871794872, 0.11858974358974358, 0.08974358974358974, 0.11538461538461539, 0.08974358974358974, 0.08653846153846154, 0.09294871794871795, 0.08653846153846154, 0.08653846153846154, 0.1282051282051282, 0.12179487179487179, 0.07371794871794872, 0.10576923076923077]"
4,"[0.11182108626198083, 0.09904153354632587, 0.09904153354632587, 0.08945686900958466, 0.11501597444089456, 0.08306709265175719, 0.09904153354632587, 0.01597444089456869, 0.07667731629392971, 0.0670926517571885, 0.0926517571884984, 0.04472843450479233, 0.08945686900958466, 0.08945686900958466, 0.09584664536741214, 0.10862619808306709, 0.11858974358974358, 0.09935897435897435, 0.08974358974358974, 0.04487179487179487, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.1346153846153846, 0.10897435897435898, 0.0641025641025641, 0.08653846153846154, 0.057692307692307696, 0.01282051282051282, 0.10256410256410256, 0.08974358974358974, 0.10256410256410256]"
5,"[0.12140575079872204, 0.10543130990415335, 0.09904153354632587, 0.0, 0.09904153354632587, 0.0926517571884984, 0.07028753993610223, 0.11182108626198083, 0.08945686900958466, 0.12779552715654952, 0.0926517571884984, 0.11501597444089456, 0.09904153354632587, 0.10223642172523961, 0.10862619808306709, 0.10862619808306709, 0.1346153846153846, 0.08012820512820513, 0.03205128205128205, 0.07371794871794872, 0.11858974358974358, 0.08974358974358974, 0.11538461538461539, 0.02564102564102564, 0.08653846153846154, 0.09294871794871795, 0.08653846153846154, 0.11538461538461539, 0.1282051282051282, 0.12179487179487179, 0.07371794871794872, 0.10576923076923077]"
6,"[0.11182108626198083, 0.0, 0.09904153354632587, 0.08945686900958466, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.03194888178913738, 0.012779552715654952, 0.0670926517571885, 0.0926517571884984, 0.11501597444089456, 0.08945686900958466, 0.08945686900958466, 0.09584664536741214, 0.10862619808306709, 0.0, 0.09935897435897435, 0.08974358974358974, 0.04487179487179487, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.1346153846153846, 0.10897435897435898, 0.10256410256410256, 0.022435897435897436, 0.057692307692307696, 0.09935897435897435, 0.10256410256410256, 0.08974358974358974, 0.10256410256410256]"
7,"[0.0, 0.10543130990415335, 0.09904153354632587, 0.025559105431309903, 0.09904153354632587, 0.051118210862619806, 0.09584664536741214, 0.11182108626198083, 0.08945686900958466, 0.003194888178913738, 0.022364217252396165, 0.134185303514377, 0.09904153354632587, 0.10223642172523961, 0.03194888178913738, 0.02875399361022364, 0.1346153846153846, 0.038461538461538464, 0.022435897435897436, 0.01282051282051282, 0.11858974358974358, 0.08974358974358974, 0.009615384615384616, 0.05128205128205128, 0.00641025641025641, 0.09294871794871795, 0.035256410256410256, 0.09935897435897435, 0.1282051282051282, 0.12179487179487179, 0.07371794871794872, 0.10576923076923077]"
8,"[0.08945686900958466, 0.03194888178913738, 0.134185303514377, 0.13738019169329074, 0.0926517571884984, 0.019169329073482427, 0.13099041533546327, 0.02875399361022364, 0.0, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.003205128205128205, 0.09615384615384616, 0.08333333333333333, 0.05128205128205128, 0.12179487179487179, 0.01282051282051282, 0.10576923076923077, 0.10256410256410256, 0.13141025641025642, 0.07692307692307693, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.038461538461538464, 0.13141025641025642, 0.10256410256410256]"
