eigenvector_centrality,"[8, 21, 12, 5, 23, 0]"
0,"[0.0926517571884984, 0.09904153354632587, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.09904153354632587, 0.09584664536741214, 0.12460063897763578, 0.12460063897763578, 0.07987220447284345, 0.09584664536741214, 0.14057507987220447, 0.10862619808306709, 0.10223642172523961, 0.11182108626198083, 0.10543130990415335, 0.13141025641025642, 0.09615384615384616, 0.19230769230769232, 0.11217948717948718, 0.11858974358974358, 0.0673076923076923, 0.11538461538461539, 0.08974358974358974, 0.08333333333333333, 0.11858974358974358, 0.08653846153846154, 0.11217948717948718, 0.1794871794871795, 0.08974358974358974, 0.09615384615384616, 0.09935897435897435]"
1,"[0.07348242811501597, 0.10862619808306709, 0.134185303514377, 0.10543130990415335, 0.09904153354632587, 0.12140575079872204, 0.09584664536741214, 0.08306709265175719, 0.0926517571884984, 0.07987220447284345, 0.09584664536741214, 0.07667731629392971, 0.09904153354632587, 0.08626198083067092, 0.10223642172523961, 0.10543130990415335, 0.13141025641025642, 0.09935897435897435, 0.08974358974358974, 0.11217948717948718, 0.11858974358974358, 0.10576923076923077, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10576923076923077, 0.10897435897435898, 0.057692307692307696, 0.11858974358974358, 0.11217948717948718, 0.11217948717948718, 0.125]"
2,"[0.09904153354632587, 0.09904153354632587, 0.12779552715654952, 0.10543130990415335, 0.05750798722044728, 0.08945686900958466, 0.09584664536741214, 0.09584664536741214, 0.12460063897763578, 0.07987220447284345, 0.0926517571884984, 0.07667731629392971, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.11501597444089456, 0.13141025641025642, 0.09935897435897435, 0.07371794871794872, 0.11217948717948718, 0.11858974358974358, 0.0673076923076923, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11538461538461539, 0.08653846153846154, 0.11538461538461539, 0.1282051282051282, 0.11217948717948718, 0.09615384615384616, 0.08653846153846154]"
3,"[0.04472843450479233, 0.038338658146964855, 0.134185303514377, 0.10543130990415335, 0.08306709265175719, 0.12140575079872204, 0.06389776357827476, 0.08306709265175719, 0.09584664536741214, 0.07987220447284345, 0.09584664536741214, 0.07667731629392971, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.11501597444089456, 0.13141025641025642, 0.009615384615384616, 0.016025641025641024, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.10576923076923077, 0.09615384615384616, 0.05448717948717949, 0.11538461538461539, 0.10897435897435898, 0.11538461538461539, 0.11858974358974358, 0.11217948717948718, 0.08974358974358974, 0.08653846153846154]"
4,"[0.04792332268370607, 0.09904153354632587, 0.07348242811501597, 0.022364217252396165, 0.08945686900958466, 0.12140575079872204, 0.05750798722044728, 0.09584664536741214, 0.009584664536741214, 0.07987220447284345, 0.0926517571884984, 0.07667731629392971, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.11501597444089456, 0.13141025641025642, 0.09935897435897435, 0.11538461538461539, 0.009615384615384616, 0.11858974358974358, 0.0673076923076923, 0.11538461538461539, 0.060897435897435896, 0.0673076923076923, 0.11538461538461539, 0.07692307692307693, 0.11538461538461539, 0.11858974358974358, 0.11217948717948718, 0.09615384615384616, 0.08653846153846154]"
5,"[0.09904153354632587, 0.09904153354632587, 0.054313099041533544, 0.0926517571884984, 0.0670926517571885, 0.12140575079872204, 0.11501597444089456, 0.09584664536741214, 0.09584664536741214, 0.07987220447284345, 0.0, 0.07667731629392971, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.11501597444089456, 0.08653846153846154, 0.11858974358974358, 0.0, 0.09615384615384616, 0.09615384615384616, 0.0673076923076923, 0.060897435897435896, 0.09615384615384616, 0.003205128205128205, 0.11538461538461539, 0.08974358974358974, 0.11538461538461539, 0.11858974358974358, 0.11217948717948718, 0.08974358974358974, 0.08653846153846154]"
6,"[0.03514376996805112, 0.09904153354632587, 0.003194888178913738, 0.10862619808306709, 0.08945686900958466, 0.12140575079872204, 0.10862619808306709, 0.09584664536741214, 0.009584664536741214, 0.07987220447284345, 0.08945686900958466, 0.07667731629392971, 0.08945686900958466, 0.08626198083067092, 0.10223642172523961, 0.11501597444089456, 0.003205128205128205, 0.09935897435897435, 0.1346153846153846, 0.0, 0.09935897435897435, 0.0673076923076923, 0.11538461538461539, 0.09615384615384616, 0.0673076923076923, 0.11538461538461539, 0.0, 0.11538461538461539, 0.11858974358974358, 0.11217948717948718, 0.09615384615384616, 0.08653846153846154]"
7,"[0.0, 0.09904153354632587, 0.003194888178913738, 0.10862619808306709, 0.06070287539936102, 0.12140575079872204, 0.12140575079872204, 0.09584664536741214, 0.09584664536741214, 0.022364217252396165, 0.003194888178913738, 0.07667731629392971, 0.08626198083067092, 0.08626198083067092, 0.038338658146964855, 0.11501597444089456, 0.08653846153846154, 0.0, 0.0, 0.11858974358974358, 0.09935897435897435, 0.0673076923076923, 0.060897435897435896, 0.09615384615384616, 0.01282051282051282, 0.11538461538461539, 0.08333333333333333, 0.003205128205128205, 0.11858974358974358, 0.11217948717948718, 0.01282051282051282, 0.08653846153846154]"
8,"[0.09904153354632587, 0.07348242811501597, 0.003194888178913738, 0.10862619808306709, 0.08626198083067092, 0.06389776357827476, 0.038338658146964855, 0.09584664536741214, 0.025559105431309903, 0.07987220447284345, 0.025559105431309903, 0.13099041533546327, 0.022364217252396165, 0.08626198083067092, 0.0, 0.025559105431309903, 0.00641025641025641, 0.09935897435897435, 0.11217948717948718, 0.02564102564102564, 0.04487179487179487, 0.057692307692307696, 0.003205128205128205, 0.016025641025641024, 0.0, 0.0, 0.0, 0.04807692307692308, 0.11858974358974358, 0.04807692307692308, 0.035256410256410256, 0.0]"
9,"[0.1182108626198083, 0.012779552715654952, 0.03194888178913738, 0.10862619808306709, 0.025559105431309903, 0.12140575079872204, 0.0, 0.03514376996805112, 0.003194888178913738, 0.11182108626198083, 0.10543130990415335, 0.003194888178913738, 0.12140575079872204, 0.022364217252396165, 0.038338658146964855, 0.038338658146964855, 0.00641025641025641, 0.09294871794871795, 0.003205128205128205, 0.01282051282051282, 0.0, 0.01282051282051282, 0.009615384615384616, 0.01282051282051282, 0.0, 0.05448717948717949, 0.08653846153846154, 0.0, 0.0673076923076923, 0.0, 0.0, 0.08653846153846154]"
10,"[0.08945686900958466, 0.012779552715654952, 0.08306709265175719, 0.13738019169329074, 0.08626198083067092, 0.019169329073482427, 0.12779552715654952, 0.08306709265175719, 0.11182108626198083, 0.012779552715654952, 0.08306709265175719, 0.13099041533546327, 0.012779552715654952, 0.10862619808306709, 0.07987220447284345, 0.003194888178913738, 0.00641025641025641, 0.035256410256410256, 0.07692307692307693, 0.11538461538461539, 0.11217948717948718, 0.00641025641025641, 0.003205128205128205, 0.035256410256410256, 0.038461538461538464, 0.003205128205128205, 0.0, 0.00641025641025641, 0.0, 0.016025641025641024, 0.022435897435897436, 0.003205128205128205]"
