eigenvector_centrality,"[0, 2]"
0,"[0.22194513715710723, 0.1, 0.145, 0.1775, 0.0975, 0.16, 0.11, 0.17, 0.1225, 0.105, 0.1075, 0.1025, 0.175, 0.0925, 0.075, 0.1125, 0.1025, 0.1125, 0.3025, 0.1, 0.125, 0.1125, 0.075, 0.0875, 0.10526315789473684]"
1,"[0.12718204488778054, 0.1225, 0.0975, 0.13, 0.24, 0.135, 0.11, 0.145, 0.105, 0.185, 0.235, 0.0875, 0.3125, 0.1025, 0.1575, 0.15, 0.1025, 0.1525, 0.25, 0.0975, 0.0925, 0.08, 0.08, 0.0975, 0.11027568922305764]"
2,"[0.12718204488778054, 0.2275, 0.1475, 0.09, 0.09, 0.085, 0.125, 0.1475, 0.1225, 0.18, 0.12, 0.0875, 0.115, 0.15, 0.075, 0.195, 0.1025, 0.1225, 0.1775, 0.0975, 0.195, 0.18, 0.125, 0.16, 0.10275689223057644]"
3,"[0.23192019950124687, 0.11, 0.1425, 0.095, 0.095, 0.15, 0.11, 0.13, 0.105, 0.11, 0.1875, 0.0875, 0.2275, 0.2025, 0.075, 0.105, 0.1575, 0.1175, 0.235, 0.0975, 0.15, 0.095, 0.125, 0.095, 0.10275689223057644]"
4,"[0.3266832917705736, 0.1675, 0.0975, 0.1475, 0.2725, 0.1025, 0.1075, 0.0925, 0.105, 0.13, 0.155, 0.1075, 0.27, 0.14, 0.075, 0.1525, 0.165, 0.215, 0.2375, 0.105, 0.1475, 0.1275, 0.27, 0.1475, 0.10526315789473684]"
5,"[0.2743142144638404, 0.0875, 0.0975, 0.13, 0.27, 0.2425, 0.1075, 0.1775, 0.105, 0.0925, 0.2025, 0.1, 0.2775, 0.1, 0.075, 0.1875, 0.1125, 0.1125, 0.2625, 0.11, 0.0825, 0.1325, 0.2175, 0.2675, 0.10275689223057644]"
6,"[0.16209476309226933, 0.0875, 0.0975, 0.1075, 0.25, 0.11, 0.145, 0.0975, 0.1275, 0.115, 0.1125, 0.0875, 0.2825, 0.1025, 0.075, 0.105, 0.245, 0.115, 0.215, 0.135, 0.085, 0.115, 0.115, 0.1175, 0.13784461152882205]"
7,"[0.1371571072319202, 0.0875, 0.155, 0.16, 0.2225, 0.1725, 0.125, 0.2675, 0.115, 0.185, 0.115, 0.0875, 0.2175, 0.1, 0.075, 0.24, 0.2425, 0.265, 0.0975, 0.135, 0.0825, 0.305, 0.1025, 0.1775, 0.13784461152882205]"
8,"[0.23690773067331672, 0.185, 0.275, 0.4075, 0.3325, 0.26, 0.15, 0.355, 0.3325, 0.24, 0.115, 0.1675, 0.1725, 0.1625, 0.075, 0.22, 0.17, 0.355, 0.18, 0.155, 0.185, 0.1125, 0.1075, 0.23, 0.22556390977443608]"
9,"[0.4314214463840399, 0.2925, 0.46, 0.2375, 0.2875, 0.32, 0.265, 0.485, 0.3275, 0.31, 0.1975, 0.23, 0.2825, 0.24, 0.2, 0.3275, 0.3525, 0.4275, 0.3475, 0.245, 0.3575, 0.235, 0.2825, 0.4175, 0.3408521303258145]"
10,"[0.3690773067331671, 0.365, 0.525, 0.3775, 0.4, 0.33, 0.3175, 0.145, 0.4375, 0.39, 0.38, 0.445, 0.3, 0.4475, 0.1975, 0.21, 0.46, 0.26, 0.465, 0.5125, 0.525, 0.25, 0.3475, 0.4675, 0.5162907268170426]"
11,"[0.4014962593516209, 0.4475, 0.5475, 0.1825, 0.225, 0.275, 0.34, 0.2575, 0.3275, 0.315, 0.485, 0.445, 0.48, 0.4875, 0.4425, 0.335, 0.4725, 0.3, 0.245, 0.4325, 0.285, 0.365, 0.4925, 0.395, 0.43859649122807015]"
12,"[0.29925187032418954, 0.525, 0.2475, 0.36, 0.29, 0.2575, 0.36, 0.1, 0.385, 0.295, 0.225, 0.5325, 0.19, 0.525, 0.3175, 0.215, 0.4275, 0.185, 0.345, 0.435, 0.295, 0.3625, 0.495, 0.3975, 0.37343358395989973]"
13,"[0.4314214463840399, 0.51, 0.4575, 0.2775, 0.19, 0.415, 0.4175, 0.2575, 0.33, 0.31, 0.32, 0.295, 0.305, 0.5925, 0.405, 0.34, 0.18, 0.3375, 0.1725, 0.34, 0.28, 0.2775, 0.51, 0.1675, 0.09774436090225563]"
14,"[0.2892768079800499, 0.465, 0.27, 0.3575, 0.3625, 0.3325, 0.3325, 0.13, 0.4175, 0.3225, 0.1625, 0.4, 0.2425, 0.2, 0.235, 0.305, 0.29, 0.2925, 0.29, 0.3925, 0.2375, 0.2775, 0.5025, 0.3225, 0.3258145363408521]"
15,"[0.36658354114713215, 0.355, 0.4125, 0.3, 0.295, 0.38, 0.335, 0.3175, 0.3325, 0.3025, 0.33, 0.2875, 0.27, 0.37, 0.4275, 0.405, 0.1825, 0.29, 0.175, 0.2525, 0.2325, 0.2, 0.4025, 0.1875, 0.09523809523809523]"
16,"[0.27680798004987534, 0.3725, 0.3825, 0.3425, 0.4025, 0.2625, 0.2725, 0.2675, 0.3425, 0.35, 0.1225, 0.42, 0.22, 0.13, 0.26, 0.34, 0.2975, 0.415, 0.38, 0.385, 0.3375, 0.2475, 0.445, 0.2875, 0.3182957393483709]"
