closeness_centrality,[ 0 11 13 19]
0,"[0.08982035928143713, 0.09, 0.098, 0.112, 0.096, 0.102, 0.106, 0.118, 0.11, 0.118, 0.122, 0.104, 0.074, 0.102, 0.114, 0.09, 0.116, 0.13, 0.108, 0.11422845691382766]"
1,"[0.1217564870259481, 0.09, 0.098, 0.102, 0.078, 0.074, 0.106, 0.1, 0.098, 0.112, 0.108, 0.082, 0.106, 0.118, 0.128, 0.1, 0.11, 0.088, 0.108, 0.12224448897795591]"
2,"[0.10778443113772455, 0.11, 0.084, 0.108, 0.098, 0.096, 0.1, 0.118, 0.082, 0.104, 0.094, 0.104, 0.098, 0.078, 0.086, 0.09, 0.106, 0.13, 0.094, 0.08016032064128256]"
3,"[0.10778443113772455, 0.09, 0.086, 0.106, 0.078, 0.102, 0.106, 0.1, 0.106, 0.104, 0.094, 0.104, 0.076, 0.118, 0.09, 0.1, 0.082, 0.088, 0.078, 0.10020040080160321]"
4,"[0.08982035928143713, 0.116, 0.086, 0.106, 0.078, 0.096, 0.1, 0.112, 0.118, 0.104, 0.086, 0.1, 0.106, 0.078, 0.116, 0.1, 0.116, 0.088, 0.108, 0.10020040080160321]"
5,"[0.10778443113772455, 0.116, 0.084, 0.104, 0.096, 0.096, 0.1, 0.092, 0.106, 0.104, 0.122, 0.104, 0.076, 0.102, 0.09, 0.104, 0.082, 0.094, 0.078, 0.08617234468937876]"
6,"[0.09381237524950099, 0.11, 0.106, 0.112, 0.096, 0.096, 0.106, 0.118, 0.118, 0.104, 0.086, 0.132, 0.106, 0.118, 0.116, 0.098, 0.116, 0.1, 0.112, 0.10020040080160321]"
7,"[0.10778443113772455, 0.116, 0.098, 0.112, 0.122, 0.096, 0.106, 0.09, 0.096, 0.104, 0.094, 0.14, 0.076, 0.102, 0.098, 0.09, 0.082, 0.102, 0.102, 0.08617234468937876]"
8,"[0.09381237524950099, 0.11, 0.106, 0.104, 0.09, 0.094, 0.112, 0.118, 0.118, 0.094, 0.086, 0.13, 0.108, 0.08, 0.102, 0.096, 0.092, 0.1, 0.112, 0.10821643286573146]"
9,"[0.1217564870259481, 0.092, 0.076, 0.118, 0.034, 0.126, 0.112, 0.096, 0.098, 0.094, 0.096, 0.104, 0.08, 0.088, 0.108, 0.088, 0.084, 0.11, 0.108, 0.08216432865731463]"
10,"[0.08782435129740519, 0.096, 0.106, 0.096, 0.098, 0.094, 0.09, 0.134, 0.124, 0.096, 0.08, 0.132, 0.09, 0.082, 0.102, 0.11, 0.096, 0.094, 0.112, 0.09619238476953908]"
11,"[0.10778443113772455, 0.13, 0.122, 0.11, 0.096, 0.126, 0.104, 0.088, 0.078, 0.092, 0.098, 0.088, 0.106, 0.068, 0.136, 0.07, 0.132, 0.142, 0.112, 0.08617234468937876]"
12,"[0.08383233532934131, 0.132, 0.102, 0.124, 0.082, 0.106, 0.104, 0.136, 0.08, 0.074, 0.092, 0.14, 0.084, 0.082, 0.09, 0.084, 0.098, 0.142, 0.108, 0.08216432865731463]"
13,"[0.1157684630738523, 0.102, 0.118, 0.084, 0.108, 0.13, 0.124, 0.096, 0.084, 0.086, 0.082, 0.094, 0.072, 0.074, 0.092, 0.062, 0.13, 0.108, 0.094, 0.12625250501002003]"
