eigenvector_centrality,"[3, 24]"
0,"[0.11970074812967581, 0.095, 0.1, 0.115, 0.095, 0.1, 0.08, 0.0925, 0.1225, 0.0925, 0.1125, 0.0975, 0.1275, 0.1, 0.085, 0.0875, 0.1, 0.195, 0.1175, 0.0875, 0.0825, 0.1175, 0.12, 0.0875, 0.09273182957393483]"
1,"[0.11970074812967581, 0.095, 0.1, 0.0925, 0.125, 0.0875, 0.08, 0.0925, 0.1225, 0.1175, 0.1125, 0.1, 0.0725, 0.11, 0.085, 0.0875, 0.1, 0.1, 0.135, 0.08, 0.0825, 0.09, 0.105, 0.0875, 0.09523809523809523]"
2,"[0.11970074812967581, 0.095, 0.1, 0.115, 0.095, 0.1, 0.08, 0.0925, 0.1225, 0.1175, 0.1125, 0.1, 0.1275, 0.1, 0.085, 0.0875, 0.1, 0.1, 0.1175, 0.08, 0.0825, 0.11, 0.12, 0.0875, 0.09523809523809523]"
3,"[0.11970074812967581, 0.095, 0.18, 0.115, 0.095, 0.0875, 0.11, 0.0925, 0.1225, 0.1175, 0.1125, 0.1, 0.0725, 0.11, 0.085, 0.0875, 0.1, 0.1, 0.1175, 0.08, 0.0825, 0.11, 0.105, 0.0875, 0.09523809523809523]"
4,"[0.11970074812967581, 0.095, 0.1, 0.1175, 0.095, 0.1, 0.1125, 0.0925, 0.0775, 0.1175, 0.15, 0.175, 0.1275, 0.1, 0.0875, 0.1525, 0.1, 0.1, 0.1175, 0.08, 0.09, 0.1275, 0.12, 0.195, 0.21052631578947367]"
5,"[0.23940149625935161, 0.1675, 0.16, 0.185, 0.1475, 0.1575, 0.1625, 0.28, 0.13, 0.255, 0.145, 0.175, 0.225, 0.1875, 0.1925, 0.1525, 0.1575, 0.1, 0.1175, 0.08, 0.205, 0.31, 0.125, 0.115, 0.18045112781954886]"
6,"[0.10723192019950124, 0.0725, 0.255, 0.1025, 0.165, 0.125, 0.2225, 0.1, 0.1775, 0.0925, 0.1925, 0.215, 0.12, 0.1, 0.135, 0.15, 0.1875, 0.18, 0.2225, 0.2275, 0.185, 0.0975, 0.15, 0.0975, 0.15288220551378445]"
7,"[0.08728179551122195, 0.0925, 0.12, 0.0825, 0.1175, 0.0975, 0.2175, 0.095, 0.1125, 0.0975, 0.1775, 0.1075, 0.0975, 0.0825, 0.185, 0.2025, 0.1925, 0.075, 0.145, 0.1575, 0.15, 0.105, 0.0875, 0.12, 0.10776942355889724]"
8,"[0.12219451371571072, 0.095, 0.2225, 0.1525, 0.1675, 0.11, 0.1775, 0.175, 0.2725, 0.11, 0.21, 0.14, 0.215, 0.17, 0.18, 0.1775, 0.18, 0.1775, 0.1725, 0.1325, 0.1425, 0.1225, 0.0925, 0.1475, 0.12030075187969924]"
9,"[0.2518703241895262, 0.27, 0.225, 0.225, 0.2675, 0.2875, 0.315, 0.2575, 0.195, 0.325, 0.18, 0.1625, 0.2325, 0.2075, 0.1975, 0.1525, 0.195, 0.285, 0.1975, 0.245, 0.275, 0.265, 0.2475, 0.17, 0.24310776942355888]"
10,"[0.32418952618453867, 0.245, 0.3775, 0.365, 0.4075, 0.2525, 0.2725, 0.405, 0.365, 0.37, 0.29, 0.2925, 0.3675, 0.35, 0.23, 0.3475, 0.28, 0.33, 0.3925, 0.25, 0.2875, 0.3825, 0.2275, 0.2925, 0.40852130325814534]"
11,"[0.4114713216957606, 0.355, 0.3225, 0.385, 0.36, 0.3575, 0.365, 0.3225, 0.1925, 0.4075, 0.29, 0.4275, 0.3575, 0.4125, 0.3925, 0.2675, 0.345, 0.325, 0.3225, 0.3, 0.3, 0.415, 0.3275, 0.2625, 0.47869674185463656]"
12,"[0.40399002493765584, 0.23, 0.3675, 0.4675, 0.3675, 0.355, 0.3325, 0.4575, 0.3325, 0.315, 0.375, 0.395, 0.3825, 0.3375, 0.295, 0.3925, 0.375, 0.295, 0.27, 0.255, 0.31, 0.345, 0.305, 0.3525, 0.43609022556390975]"
13,"[0.4314214463840399, 0.3975, 0.3425, 0.4175, 0.345, 0.41, 0.36, 0.36, 0.2225, 0.385, 0.29, 0.495, 0.3475, 0.435, 0.365, 0.2275, 0.385, 0.385, 0.2025, 0.33, 0.385, 0.35, 0.405, 0.3025, 0.41353383458646614]"
14,"[0.3765586034912718, 0.2575, 0.4125, 0.405, 0.3125, 0.3425, 0.345, 0.3575, 0.3325, 0.345, 0.3375, 0.365, 0.44, 0.38, 0.3025, 0.3675, 0.365, 0.22, 0.2925, 0.22, 0.29, 0.3125, 0.26, 0.41, 0.39598997493734334]"
15,"[0.38403990024937656, 0.3875, 0.3, 0.455, 0.305, 0.3575, 0.35, 0.3, 0.1875, 0.425, 0.2975, 0.45, 0.31, 0.4375, 0.375, 0.27, 0.35, 0.385, 0.21, 0.3725, 0.375, 0.3775, 0.3725, 0.265, 0.38095238095238093]"
16,"[0.34663341645885287, 0.3075, 0.36, 0.3625, 0.3575, 0.33, 0.3475, 0.3475, 0.31, 0.395, 0.325, 0.38, 0.39, 0.3825, 0.3125, 0.42, 0.365, 0.2575, 0.315, 0.2425, 0.3175, 0.32, 0.2925, 0.3675, 0.37092731829573933]"
17,"[0.38902743142144636, 0.3725, 0.3225, 0.455, 0.36, 0.325, 0.3425, 0.34, 0.2075, 0.4275, 0.385, 0.5, 0.325, 0.375, 0.3825, 0.33, 0.365, 0.4575, 0.25, 0.3375, 0.35, 0.335, 0.3725, 0.205, 0.3659147869674185]"
18,"[0.35910224438902744, 0.3375, 0.3375, 0.3625, 0.355, 0.365, 0.365, 0.3625, 0.3075, 0.4225, 0.3575, 0.41, 0.38, 0.3975, 0.395, 0.39, 0.4125, 0.3125, 0.3, 0.2675, 0.3125, 0.3325, 0.3625, 0.3175, 0.37593984962406013]"
19,"[0.4488778054862843, 0.3675, 0.36, 0.45, 0.385, 0.3825, 0.335, 0.3425, 0.2325, 0.4175, 0.3575, 0.4775, 0.36, 0.385, 0.3775, 0.395, 0.365, 0.4725, 0.2975, 0.335, 0.35, 0.3325, 0.3675, 0.2225, 0.3634085213032581]"
20,"[0.3640897755610973, 0.3275, 0.33, 0.375, 0.37, 0.38, 0.3925, 0.33, 0.3025, 0.4375, 0.3725, 0.43, 0.3725, 0.405, 0.3825, 0.38, 0.4125, 0.34, 0.315, 0.36, 0.37, 0.3325, 0.385, 0.305, 0.42105263157894735]"
