eigenvector_centrality,"[0, 2, 21, 18, 23]"
0,"[0.11970074812967581, 0.115, 0.0975, 0.09, 0.0975, 0.0825, 0.0675, 0.0725, 0.095, 0.175, 0.0925, 0.1175, 0.085, 0.0925, 0.12, 0.1075, 0.1175, 0.075, 0.0925, 0.08, 0.08, 0.1225, 0.0725, 0.1825, 0.12781954887218044]"
1,"[0.2144638403990025, 0.1075, 0.095, 0.095, 0.1625, 0.1475, 0.16, 0.1025, 0.095, 0.09, 0.14, 0.11, 0.1075, 0.1025, 0.1225, 0.0925, 0.1175, 0.1125, 0.0925, 0.1025, 0.08, 0.07, 0.125, 0.095, 0.10025062656641603]"
2,"[0.12718204488778054, 0.1525, 0.095, 0.095, 0.085, 0.115, 0.09, 0.0725, 0.095, 0.1125, 0.095, 0.11, 0.125, 0.1025, 0.0925, 0.0925, 0.1125, 0.1125, 0.13, 0.1025, 0.08, 0.105, 0.125, 0.115, 0.10025062656641603]"
3,"[0.12718204488778054, 0.1725, 0.095, 0.095, 0.085, 0.115, 0.09, 0.1, 0.185, 0.1125, 0.095, 0.11, 0.125, 0.1025, 0.155, 0.0925, 0.095, 0.1125, 0.13, 0.1875, 0.1275, 0.07, 0.125, 0.095, 0.12280701754385964]"
4,"[0.18204488778054864, 0.1325, 0.15, 0.11, 0.1825, 0.2275, 0.2275, 0.0725, 0.1425, 0.315, 0.175, 0.1825, 0.215, 0.2175, 0.18, 0.0975, 0.11, 0.1325, 0.13, 0.2175, 0.22, 0.1275, 0.28, 0.185, 0.20802005012531327]"
5,"[0.11221945137157108, 0.0975, 0.265, 0.11, 0.12, 0.085, 0.1075, 0.125, 0.105, 0.0925, 0.1075, 0.0875, 0.085, 0.115, 0.075, 0.0975, 0.1025, 0.195, 0.125, 0.1, 0.1075, 0.0925, 0.1, 0.0975, 0.10275689223057644]"
6,"[0.11221945137157108, 0.0875, 0.0975, 0.1075, 0.12, 0.085, 0.1075, 0.2175, 0.105, 0.0925, 0.1075, 0.0875, 0.08, 0.12, 0.075, 0.0975, 0.1025, 0.1125, 0.1, 0.0975, 0.1075, 0.08, 0.1, 0.0975, 0.12030075187969924]"
7,"[0.11471321695760599, 0.0875, 0.1175, 0.1075, 0.12, 0.0875, 0.15, 0.145, 0.105, 0.0925, 0.1075, 0.0875, 0.08, 0.1225, 0.0775, 0.1275, 0.15, 0.14, 0.1, 0.0975, 0.1075, 0.0825, 0.1, 0.0975, 0.10776942355889724]"
8,"[0.1546134663341646, 0.1075, 0.305, 0.1875, 0.2525, 0.16, 0.21, 0.28, 0.1975, 0.21, 0.17, 0.2075, 0.3275, 0.2025, 0.165, 0.18, 0.1975, 0.165, 0.2325, 0.26, 0.155, 0.18, 0.23, 0.125, 0.18546365914786966]"
9,"[0.34413965087281795, 0.4675, 0.475, 0.32, 0.4225, 0.285, 0.3425, 0.275, 0.3475, 0.4225, 0.4025, 0.3425, 0.3025, 0.39, 0.3975, 0.41, 0.3275, 0.4125, 0.3325, 0.2375, 0.41, 0.42, 0.2775, 0.47, 0.2606516290726817]"
10,"[0.3765586034912718, 0.355, 0.4475, 0.51, 0.3875, 0.45, 0.415, 0.375, 0.4525, 0.3975, 0.4625, 0.43, 0.46, 0.425, 0.4125, 0.4575, 0.35, 0.2625, 0.3225, 0.4725, 0.4925, 0.325, 0.44, 0.43, 0.38847117794486213]"
11,"[0.45885286783042395, 0.475, 0.51, 0.5075, 0.4375, 0.515, 0.345, 0.2125, 0.4425, 0.4525, 0.4075, 0.3775, 0.365, 0.45, 0.415, 0.425, 0.3275, 0.34, 0.3575, 0.2225, 0.4575, 0.2425, 0.375, 0.45, 0.2832080200501253]"
12,"[0.4463840399002494, 0.3175, 0.3325, 0.4675, 0.315, 0.4025, 0.3825, 0.2575, 0.4075, 0.4175, 0.475, 0.3525, 0.305, 0.4475, 0.24, 0.26, 0.35, 0.2275, 0.375, 0.2825, 0.39, 0.1325, 0.4625, 0.39, 0.3558897243107769]"
13,"[0.38403990024937656, 0.42, 0.35, 0.3825, 0.3375, 0.37, 0.3775, 0.1625, 0.335, 0.4725, 0.32, 0.275, 0.2, 0.3675, 0.315, 0.3475, 0.395, 0.315, 0.3875, 0.205, 0.375, 0.285, 0.3625, 0.4625, 0.2907268170426065]"
14,"[0.34413965087281795, 0.23, 0.3175, 0.4, 0.17, 0.35, 0.395, 0.295, 0.4125, 0.3925, 0.3475, 0.3675, 0.3275, 0.4275, 0.21, 0.275, 0.3475, 0.15, 0.3575, 0.3675, 0.34, 0.1525, 0.4375, 0.4325, 0.39097744360902253]"
15,"[0.3740648379052369, 0.3925, 0.3825, 0.395, 0.3325, 0.395, 0.3375, 0.165, 0.335, 0.45, 0.21, 0.2525, 0.22, 0.3, 0.38, 0.3875, 0.4075, 0.33, 0.4, 0.26, 0.33, 0.295, 0.365, 0.395, 0.3258145363408521]"
16,"[0.2967581047381546, 0.315, 0.3575, 0.435, 0.1675, 0.35, 0.3775, 0.2975, 0.425, 0.4275, 0.3275, 0.375, 0.33, 0.4325, 0.215, 0.395, 0.355, 0.1825, 0.315, 0.3975, 0.315, 0.2125, 0.44, 0.42, 0.44360902255639095]"
17,"[0.341645885286783, 0.41, 0.395, 0.37, 0.335, 0.44, 0.3, 0.175, 0.335, 0.44, 0.18, 0.295, 0.2425, 0.2925, 0.39, 0.3625, 0.415, 0.345, 0.3925, 0.31, 0.3375, 0.3125, 0.385, 0.365, 0.41854636591478694]"
18,"[0.286783042394015, 0.4025, 0.405, 0.4425, 0.1725, 0.395, 0.3875, 0.3025, 0.42, 0.4875, 0.3275, 0.37, 0.335, 0.4425, 0.2325, 0.3975, 0.3675, 0.2025, 0.2675, 0.4075, 0.3125, 0.2375, 0.435, 0.3875, 0.43859649122807015]"
19,"[0.3192019950124688, 0.4, 0.4025, 0.3775, 0.3325, 0.4225, 0.31, 0.185, 0.375, 0.42, 0.24, 0.345, 0.2775, 0.2975, 0.375, 0.3725, 0.4025, 0.365, 0.3925, 0.345, 0.345, 0.325, 0.4075, 0.3675, 0.41102756892230574]"
20,"[0.3192019950124688, 0.4225, 0.4325, 0.4675, 0.205, 0.4225, 0.385, 0.3025, 0.4775, 0.4925, 0.3325, 0.36, 0.345, 0.455, 0.315, 0.3775, 0.3875, 0.22, 0.29, 0.405, 0.3825, 0.2525, 0.4075, 0.32, 0.3659147869674185]"
21,"[0.3316708229426434, 0.415, 0.395, 0.37, 0.305, 0.4125, 0.335, 0.1925, 0.4325, 0.46, 0.305, 0.37, 0.335, 0.31, 0.3575, 0.3475, 0.38, 0.37, 0.39, 0.36, 0.36, 0.3375, 0.3975, 0.36, 0.3634085213032581]"
22,"[0.32917705735660846, 0.4475, 0.3875, 0.47, 0.225, 0.3375, 0.38, 0.2875, 0.3775, 0.405, 0.3475, 0.3575, 0.36, 0.4775, 0.3275, 0.375, 0.39, 0.255, 0.315, 0.405, 0.415, 0.295, 0.4025, 0.325, 0.3283208020050125]"
