deg_centrality,"[8, 7, 18, 4, 6]"
0,"[0.08977556109725686, 0.1, 0.095, 0.1325, 0.1, 0.1025, 0.11, 0.085, 0.085, 0.1175, 0.11, 0.11, 0.085, 0.0925, 0.11, 0.0925, 0.09, 0.11, 0.0825, 0.1325, 0.095, 0.125, 0.09, 0.1375, 0.13283208020050125]"
1,"[0.15211970074812967, 0.15, 0.11, 0.1375, 0.1, 0.085, 0.1275, 0.1175, 0.085, 0.09, 0.11, 0.09, 0.085, 0.0925, 0.1975, 0.0775, 0.1975, 0.12, 0.0825, 0.1325, 0.1025, 0.1025, 0.0725, 0.0875, 0.07769423558897243]"
2,"[0.08977556109725686, 0.1075, 0.095, 0.1325, 0.1, 0.085, 0.1275, 0.12, 0.085, 0.09, 0.1575, 0.0975, 0.085, 0.0925, 0.11, 0.1075, 0.0925, 0.12, 0.08, 0.1325, 0.085, 0.1025, 0.0725, 0.0875, 0.09774436090225563]"
3,"[0.1546134663341646, 0.1075, 0.1225, 0.1325, 0.1, 0.1175, 0.1275, 0.12, 0.085, 0.09, 0.11, 0.0975, 0.155, 0.1575, 0.2075, 0.095, 0.0925, 0.12, 0.08, 0.205, 0.085, 0.1425, 0.075, 0.0875, 0.07769423558897243]"
4,"[0.19201995012468828, 0.1, 0.1975, 0.22, 0.18, 0.16, 0.23, 0.23, 0.135, 0.0925, 0.12, 0.0975, 0.085, 0.18, 0.11, 0.17, 0.0925, 0.12, 0.1775, 0.2075, 0.085, 0.1025, 0.1225, 0.17, 0.15538847117794485]"
5,"[0.20199501246882792, 0.145, 0.1975, 0.22, 0.23, 0.1025, 0.2375, 0.2175, 0.225, 0.12, 0.215, 0.1825, 0.1275, 0.1175, 0.12, 0.085, 0.1325, 0.2125, 0.175, 0.2025, 0.1625, 0.165, 0.165, 0.1725, 0.17293233082706766]"
6,"[0.2344139650872818, 0.1, 0.2075, 0.0975, 0.1575, 0.16, 0.18, 0.175, 0.2425, 0.145, 0.11, 0.1625, 0.1875, 0.0975, 0.1925, 0.1225, 0.1725, 0.1, 0.1575, 0.08, 0.1825, 0.26, 0.21, 0.1725, 0.09774436090225563]"
7,"[0.16708229426433915, 0.1475, 0.255, 0.1925, 0.2575, 0.1775, 0.1925, 0.205, 0.1775, 0.0925, 0.2325, 0.1475, 0.155, 0.1375, 0.175, 0.185, 0.0975, 0.0975, 0.215, 0.155, 0.225, 0.195, 0.13, 0.19, 0.19047619047619047]"
8,"[0.19451371571072318, 0.1375, 0.17, 0.19, 0.13, 0.25, 0.16, 0.2575, 0.2175, 0.2225, 0.12, 0.2175, 0.275, 0.2, 0.28, 0.3475, 0.255, 0.195, 0.19, 0.1675, 0.4275, 0.29, 0.19, 0.14, 0.18045112781954886]"
9,"[0.314214463840399, 0.3575, 0.46, 0.395, 0.2975, 0.195, 0.365, 0.345, 0.295, 0.35, 0.3675, 0.265, 0.4075, 0.3125, 0.205, 0.1975, 0.195, 0.2725, 0.4025, 0.375, 0.2475, 0.1825, 0.285, 0.3625, 0.48621553884711777]"
10,"[0.38154613466334164, 0.285, 0.3825, 0.43, 0.175, 0.29, 0.345, 0.465, 0.4175, 0.255, 0.305, 0.48, 0.4325, 0.4575, 0.375, 0.5375, 0.3225, 0.3425, 0.3875, 0.195, 0.345, 0.42, 0.435, 0.3, 0.20050125313283207]"
11,"[0.371571072319202, 0.415, 0.505, 0.39, 0.325, 0.2075, 0.3825, 0.4325, 0.355, 0.4425, 0.335, 0.265, 0.54, 0.485, 0.1575, 0.17, 0.19, 0.3425, 0.5075, 0.51, 0.2425, 0.1575, 0.455, 0.4775, 0.3007518796992481]"
12,"[0.341645885286783, 0.2, 0.1725, 0.395, 0.21, 0.335, 0.39, 0.47, 0.415, 0.19, 0.275, 0.485, 0.4275, 0.525, 0.3175, 0.3975, 0.3625, 0.2875, 0.4475, 0.165, 0.3375, 0.3525, 0.52, 0.3325, 0.17794486215538846]"
13,"[0.18204488778054864, 0.435, 0.38, 0.4275, 0.2825, 0.2075, 0.4125, 0.42, 0.3675, 0.4275, 0.4075, 0.27, 0.4425, 0.4075, 0.1425, 0.205, 0.23, 0.3825, 0.465, 0.4425, 0.1925, 0.14, 0.415, 0.44, 0.2932330827067669]"
14,"[0.4014962593516209, 0.2125, 0.1825, 0.335, 0.2075, 0.3725, 0.35, 0.355, 0.4575, 0.33, 0.305, 0.3825, 0.445, 0.51, 0.4025, 0.3675, 0.325, 0.205, 0.3975, 0.1525, 0.32, 0.4025, 0.42, 0.3475, 0.17293233082706766]"
15,"[0.22194513715710723, 0.4175, 0.375, 0.4425, 0.335, 0.195, 0.3425, 0.3975, 0.355, 0.36, 0.4125, 0.1975, 0.37, 0.415, 0.16, 0.195, 0.2375, 0.3775, 0.3325, 0.3825, 0.1625, 0.12, 0.33, 0.4525, 0.38847117794486213]"
16,"[0.3566084788029925, 0.28, 0.1975, 0.3075, 0.16, 0.39, 0.23, 0.2325, 0.3825, 0.37, 0.2625, 0.375, 0.4425, 0.56, 0.3475, 0.365, 0.32, 0.2225, 0.385, 0.1325, 0.3625, 0.3525, 0.375, 0.3575, 0.17293233082706766]"
17,"[0.32169576059850374, 0.425, 0.3775, 0.3925, 0.35, 0.1825, 0.3275, 0.3875, 0.295, 0.355, 0.37, 0.2425, 0.39, 0.4025, 0.305, 0.22, 0.2975, 0.39, 0.3275, 0.3425, 0.1675, 0.15, 0.2575, 0.4025, 0.40601503759398494]"
18,"[0.34663341645885287, 0.295, 0.255, 0.3425, 0.1575, 0.355, 0.21, 0.2275, 0.33, 0.305, 0.2625, 0.37, 0.445, 0.5125, 0.35, 0.3675, 0.3375, 0.3125, 0.4, 0.18, 0.37, 0.3175, 0.3775, 0.36, 0.19799498746867167]"
19,"[0.34413965087281795, 0.415, 0.36, 0.4, 0.35, 0.2575, 0.33, 0.3825, 0.3, 0.3575, 0.35, 0.295, 0.4125, 0.3625, 0.34, 0.225, 0.3325, 0.395, 0.355, 0.3325, 0.2525, 0.2275, 0.255, 0.3475, 0.37092731829573933]"
20,"[0.3640897755610973, 0.3125, 0.3325, 0.3825, 0.24, 0.36, 0.2125, 0.225, 0.3225, 0.275, 0.275, 0.395, 0.4375, 0.425, 0.3825, 0.375, 0.3675, 0.325, 0.4075, 0.2975, 0.3575, 0.3225, 0.375, 0.32, 0.2631578947368421]"
21,"[0.3491271820448878, 0.4125, 0.355, 0.395, 0.3425, 0.285, 0.325, 0.385, 0.3325, 0.36, 0.3625, 0.35, 0.4325, 0.3875, 0.3325, 0.2275, 0.3225, 0.405, 0.405, 0.3575, 0.335, 0.26, 0.255, 0.3625, 0.37593984962406013]"
22,"[0.3640897755610973, 0.32, 0.3475, 0.395, 0.2925, 0.3975, 0.205, 0.28, 0.31, 0.31, 0.3125, 0.44, 0.425, 0.41, 0.39, 0.3675, 0.4175, 0.3025, 0.4325, 0.34, 0.3625, 0.3475, 0.3725, 0.305, 0.3558897243107769]"
