closeness_centrality,[ 7 54 72 43 87 48 21 81 55 56  4 91 35 49 12 68 88  9 14 17]
0,"[0.09900990099009901, 0.09, 0.11, 0.08, 0.11, 0.1, 0.11, 0.07, 0.07, 0.11, 0.08, 0.15, 0.12, 0.09, 0.04, 0.07, 0.12, 0.15, 0.13, 0.14, 0.08, 0.06, 0.12, 0.07, 0.12, 0.07, 0.1, 0.05, 0.12, 0.12, 0.12, 0.12, 0.06, 0.08, 0.09, 0.1, 0.14, 0.07, 0.1, 0.14, 0.06, 0.14, 0.04, 0.09, 0.02, 0.08, 0.11, 0.12, 0.05, 0.08, 0.08, 0.11, 0.06, 0.14, 0.13, 0.08, 0.11, 0.13, 0.08, 0.14, 0.13, 0.14, 0.14, 0.02, 0.08, 0.05, 0.07, 0.1, 0.1, 0.03, 0.09, 0.05, 0.07, 0.13, 0.06, 0.13, 0.13, 0.12, 0.08, 0.11, 0.06, 0.17, 0.12, 0.13, 0.13, 0.13, 0.13, 0.13, 0.1, 0.12, 0.07, 0.07, 0.06, 0.1, 0.06, 0.1, 0.11, 0.11, 0.1, 0.08080808080808081]"
1,"[0.09900990099009901, 0.09, 0.11, 0.04, 0.07, 0.12, 0.05, 0.07, 0.03, 0.11, 0.12, 0.15, 0.12, 0.12, 0.04, 0.07, 0.1, 0.09, 0.15, 0.11, 0.08, 0.16, 0.12, 0.12, 0.12, 0.12, 0.14, 0.06, 0.12, 0.12, 0.07, 0.11, 0.1, 0.08, 0.14, 0.13, 0.12, 0.09, 0.1, 0.08, 0.17, 0.09, 0.08, 0.07, 0.02, 0.1, 0.1, 0.12, 0.1, 0.12, 0.08, 0.11, 0.06, 0.11, 0.06, 0.11, 0.15, 0.06, 0.08, 0.06, 0.13, 0.08, 0.14, 0.02, 0.08, 0.09, 0.15, 0.1, 0.12, 0.12, 0.09, 0.07, 0.12, 0.12, 0.13, 0.13, 0.13, 0.15, 0.08, 0.09, 0.14, 0.07, 0.12, 0.12, 0.09, 0.07, 0.13, 0.1, 0.12, 0.1, 0.07, 0.07, 0.1, 0.07, 0.08, 0.14, 0.06, 0.09, 0.09, 0.13131313131313133]"
2,"[0.07920792079207921, 0.09, 0.11, 0.04, 0.07, 0.12, 0.05, 0.07, 0.06, 0.04, 0.12, 0.12, 0.12, 0.12, 0.07, 0.07, 0.1, 0.09, 0.13, 0.11, 0.13, 0.16, 0.04, 0.09, 0.12, 0.1, 0.14, 0.06, 0.12, 0.07, 0.18, 0.12, 0.06, 0.08, 0.18, 0.1, 0.14, 0.09, 0.06, 0.11, 0.13, 0.12, 0.08, 0.12, 0.02, 0.1, 0.08, 0.1, 0.12, 0.09, 0.08, 0.11, 0.08, 0.11, 0.06, 0.11, 0.08, 0.08, 0.19, 0.1, 0.13, 0.13, 0.14, 0.12, 0.13, 0.09, 0.07, 0.07, 0.12, 0.03, 0.09, 0.07, 0.07, 0.12, 0.11, 0.13, 0.13, 0.15, 0.08, 0.09, 0.14, 0.17, 0.12, 0.12, 0.09, 0.07, 0.13, 0.13, 0.12, 0.06, 0.1, 0.07, 0.06, 0.15, 0.13, 0.08, 0.11, 0.06, 0.08, 0.1111111111111111]"
3,"[0.07920792079207921, 0.09, 0.11, 0.1, 0.07, 0.12, 0.05, 0.07, 0.06, 0.11, 0.12, 0.15, 0.12, 0.07, 0.07, 0.07, 0.12, 0.09, 0.13, 0.11, 0.13, 0.16, 0.12, 0.09, 0.12, 0.12, 0.14, 0.06, 0.12, 0.07, 0.07, 0.11, 0.1, 0.12, 0.14, 0.13, 0.11, 0.13, 0.09, 0.08, 0.06, 0.09, 0.08, 0.1, 0.11, 0.06, 0.08, 0.1, 0.1, 0.08, 0.08, 0.11, 0.06, 0.11, 0.06, 0.11, 0.15, 0.06, 0.08, 0.06, 0.13, 0.08, 0.14, 0.02, 0.13, 0.09, 0.15, 0.1, 0.12, 0.03, 0.09, 0.05, 0.12, 0.12, 0.08, 0.13, 0.1, 0.15, 0.08, 0.09, 0.14, 0.17, 0.15, 0.06, 0.09, 0.13, 0.13, 0.13, 0.12, 0.1, 0.1, 0.07, 0.1, 0.07, 0.13, 0.06, 0.11, 0.05, 0.08, 0.1111111111111111]"
4,"[0.07920792079207921, 0.09, 0.11, 0.04, 0.07, 0.12, 0.05, 0.07, 0.1, 0.05, 0.12, 0.12, 0.12, 0.12, 0.04, 0.11, 0.1, 0.09, 0.08, 0.11, 0.06, 0.16, 0.12, 0.09, 0.12, 0.1, 0.14, 0.06, 0.12, 0.07, 0.15, 0.11, 0.1, 0.12, 0.14, 0.13, 0.11, 0.13, 0.06, 0.08, 0.06, 0.12, 0.08, 0.1, 0.11, 0.1, 0.08, 0.14, 0.1, 0.09, 0.12, 0.11, 0.05, 0.11, 0.06, 0.11, 0.08, 0.06, 0.08, 0.06, 0.09, 0.14, 0.06, 0.12, 0.13, 0.09, 0.15, 0.1, 0.12, 0.03, 0.09, 0.05, 0.12, 0.13, 0.08, 0.13, 0.13, 0.15, 0.08, 0.09, 0.14, 0.17, 0.12, 0.06, 0.05, 0.13, 0.13, 0.13, 0.03, 0.1, 0.08, 0.07, 0.06, 0.07, 0.13, 0.14, 0.11, 0.05, 0.08, 0.13131313131313133]"
5,"[0.1485148514851485, 0.12, 0.11, 0.04, 0.07, 0.12, 0.09, 0.07, 0.1, 0.11, 0.12, 0.12, 0.15, 0.07, 0.04, 0.11, 0.12, 0.15, 0.13, 0.11, 0.06, 0.13, 0.04, 0.09, 0.12, 0.1, 0.09, 0.11, 0.11, 0.09, 0.15, 0.12, 0.1, 0.12, 0.18, 0.12, 0.14, 0.13, 0.06, 0.11, 0.06, 0.09, 0.08, 0.1, 0.02, 0.06, 0.08, 0.12, 0.12, 0.08, 0.12, 0.11, 0.08, 0.11, 0.05, 0.11, 0.08, 0.1, 0.19, 0.07, 0.09, 0.14, 0.06, 0.02, 0.09, 0.05, 0.15, 0.07, 0.12, 0.09, 0.09, 0.07, 0.15, 0.12, 0.11, 0.08, 0.1, 0.07, 0.08, 0.07, 0.06, 0.17, 0.15, 0.06, 0.09, 0.07, 0.13, 0.1, 0.12, 0.1, 0.08, 0.09, 0.1, 0.07, 0.12, 0.14, 0.11, 0.09, 0.08, 0.1111111111111111]"
6,"[0.15841584158415842, 0.1, 0.11, 0.04, 0.11, 0.12, 0.06, 0.08, 0.06, 0.04, 0.13, 0.12, 0.15, 0.12, 0.04, 0.11, 0.12, 0.15, 0.1, 0.03, 0.1, 0.13, 0.04, 0.09, 0.04, 0.1, 0.1, 0.09, 0.12, 0.09, 0.11, 0.12, 0.06, 0.08, 0.18, 0.12, 0.14, 0.13, 0.06, 0.11, 0.17, 0.09, 0.1, 0.07, 0.11, 0.06, 0.09, 0.1, 0.12, 0.08, 0.12, 0.11, 0.08, 0.08, 0.05, 0.1, 0.06, 0.09, 0.19, 0.08, 0.08, 0.08, 0.14, 0.02, 0.07, 0.09, 0.15, 0.07, 0.12, 0.19, 0.12, 0.07, 0.15, 0.06, 0.1, 0.08, 0.1, 0.07, 0.08, 0.07, 0.06, 0.17, 0.12, 0.06, 0.05, 0.13, 0.03, 0.07, 0.12, 0.09, 0.08, 0.09, 0.1, 0.15, 0.12, 0.06, 0.11, 0.09, 0.08, 0.1111111111111111]"
7,"[0.1485148514851485, 0.12, 0.12, 0.04, 0.15, 0.12, 0.1, 0.08, 0.1, 0.04, 0.12, 0.12, 0.15, 0.07, 0.08, 0.1, 0.12, 0.15, 0.1, 0.03, 0.1, 0.13, 0.01, 0.09, 0.04, 0.1, 0.14, 0.11, 0.11, 0.09, 0.15, 0.12, 0.06, 0.11, 0.18, 0.12, 0.14, 0.12, 0.18, 0.11, 0.17, 0.05, 0.18, 0.15, 0.11, 0.07, 0.09, 0.1, 0.16, 0.08, 0.12, 0.09, 0.08, 0.11, 0.05, 0.08, 0.08, 0.13, 0.1, 0.11, 0.09, 0.07, 0.06, 0.02, 0.09, 0.05, 0.15, 0.07, 0.12, 0.15, 0.12, 0.07, 0.15, 0.12, 0.1, 0.08, 0.1, 0.16, 0.08, 0.09, 0.14, 0.17, 0.1, 0.06, 0.07, 0.18, 0.17, 0.11, 0.12, 0.08, 0.08, 0.09, 0.1, 0.15, 0.12, 0.14, 0.12, 0.09, 0.13, 0.1111111111111111]"
8,"[0.1485148514851485, 0.12, 0.11, 0.04, 0.11, 0.06, 0.25, 0.08, 0.1, 0.04, 0.13, 0.07, 0.15, 0.07, 0.09, 0.11, 0.12, 0.15, 0.08, 0.03, 0.1, 0.13, 0.04, 0.09, 0.04, 0.05, 0.1, 0.11, 0.13, 0.11, 0.1, 0.12, 0.09, 0.07, 0.18, 0.12, 0.14, 0.13, 0.09, 0.1, 0.17, 0.18, 0.1, 0.13, 0.11, 0.06, 0.12, 0.1, 0.12, 0.08, 0.12, 0.11, 0.08, 0.11, 0.06, 0.08, 0.08, 0.14, 0.19, 0.11, 0.09, 0.14, 0.1, 0.02, 0.09, 0.1, 0.15, 0.1, 0.12, 0.08, 0.05, 0.07, 0.15, 0.09, 0.1, 0.08, 0.1, 0.07, 0.08, 0.09, 0.14, 0.09, 0.12, 0.06, 0.05, 0.13, 0.13, 0.11, 0.12, 0.05, 0.08, 0.1, 0.09, 0.15, 0.12, 0.06, 0.11, 0.09, 0.08, 0.12121212121212122]"
