none,[]
0,"[0.103, 0.093, 0.104, 0.169, 0.084, 0.092, 0.114, 0.085, 0.157, 0.098]"
1,"[0.103, 0.118, 0.097, 0.097, 0.104, 0.107, 0.07, 0.119, 0.088, 0.101]"
2,"[0.102, 0.099, 0.097, 0.122, 0.104, 0.105, 0.089, 0.119, 0.088, 0.1]"
3,"[0.102, 0.091, 0.097, 0.097, 0.112, 0.105, 0.094, 0.119, 0.088, 0.1]"
4,"[0.102, 0.198, 0.104, 0.101, 0.104, 0.105, 0.184, 0.119, 0.098, 0.1]"
5,"[0.105, 0.091, 0.178, 0.097, 0.094, 0.092, 0.094, 0.102, 0.098, 0.102]"
6,"[0.103, 0.107, 0.104, 0.101, 0.104, 0.107, 0.171, 0.23, 0.177, 0.1]"
7,"[0.102, 0.091, 0.18, 0.097, 0.094, 0.092, 0.195, 0.102, 0.151, 0.107]"
8,"[0.103, 0.107, 0.104, 0.101, 0.104, 0.105, 0.089, 0.221, 0.093, 0.1]"
9,"[0.102, 0.091, 0.097, 0.097, 0.094, 0.092, 0.184, 0.102, 0.092, 0.102]"
10,"[0.103, 0.107, 0.104, 0.101, 0.104, 0.105, 0.089, 0.22, 0.126, 0.1]"
11,"[0.102, 0.139, 0.097, 0.097, 0.094, 0.092, 0.161, 0.102, 0.088, 0.102]"
12,"[0.103, 0.107, 0.104, 0.101, 0.104, 0.105, 0.089, 0.221, 0.106, 0.1]"
13,"[0.102, 0.135, 0.097, 0.097, 0.185, 0.092, 0.168, 0.165, 0.17, 0.184]"
14,"[0.103, 0.199, 0.104, 0.101, 0.104, 0.105, 0.089, 0.213, 0.103, 0.1]"
15,"[0.102, 0.191, 0.097, 0.097, 0.1, 0.092, 0.191, 0.117, 0.176, 0.119]"
16,"[0.205, 0.117, 0.104, 0.105, 0.104, 0.105, 0.089, 0.216, 0.098, 0.1]"
17,"[0.102, 0.198, 0.097, 0.101, 0.1, 0.092, 0.184, 0.098, 0.173, 0.119]"
18,"[0.237, 0.099, 0.119, 0.113, 0.146, 0.105, 0.089, 0.212, 0.098, 0.184]"
19,"[0.102, 0.198, 0.099, 0.17, 0.1, 0.092, 0.17, 0.098, 0.171, 0.091]"
20,"[0.207, 0.099, 0.153, 0.137, 0.194, 0.105, 0.089, 0.207, 0.098, 0.184]"
21,"[0.102, 0.198, 0.155, 0.205, 0.1, 0.092, 0.151, 0.098, 0.183, 0.091]"
22,"[0.209, 0.099, 0.143, 0.177, 0.198, 0.105, 0.089, 0.19, 0.098, 0.208]"
23,"[0.102, 0.198, 0.246, 0.211, 0.1, 0.092, 0.13, 0.098, 0.252, 0.091]"
24,"[0.255, 0.099, 0.184, 0.209, 0.198, 0.105, 0.089, 0.176, 0.098, 0.249]"
25,"[0.102, 0.198, 0.257, 0.211, 0.1, 0.092, 0.116, 0.098, 0.253, 0.128]"
26,"[0.275, 0.099, 0.18, 0.242, 0.198, 0.108, 0.089, 0.193, 0.098, 0.264]"
27,"[0.171, 0.198, 0.266, 0.218, 0.1, 0.092, 0.138, 0.158, 0.239, 0.181]"
28,"[0.267, 0.198, 0.18, 0.255, 0.198, 0.213, 0.098, 0.211, 0.1, 0.267]"
29,"[0.212, 0.198, 0.243, 0.278, 0.118, 0.094, 0.18, 0.211, 0.197, 0.21]"
