in_deg_centrality,[10  3  0  8 14 17 25 24 16]
0,"[0.08968609865470852, 0.16143497757847533, 0.09417040358744394, 0.10762331838565023, 0.13004484304932734, 0.12556053811659193, 0.10762331838565023, 0.16143497757847533, 0.05829596412556054, 0.08520179372197309, 0.09009009009009009, 0.08558558558558559, 0.11261261261261261, 0.11711711711711711, 0.10810810810810811, 0.06306306306306306, 0.12162162162162163, 0.0990990990990991, 0.17567567567567569, 0.09009009009009009, 0.15315315315315314, 0.22072072072072071, 0.07657657657657657, 0.08558558558558559, 0.11711711711711711, 0.0945945945945946, 0.15765765765765766, 0.14864864864864866, 0.08558558558558559, 0.08108108108108109, 0.1036036036036036, 0.08108108108108109, 0.13963963963963963, 0.11711711711711711, 0.11261261261261261, 0.13963963963963963, 0.1036036036036036, 0.07657657657657657, 0.09009009009009009, 0.15765765765765766, 0.0945945945945946, 0.09009009009009009, 0.22522522522522523, 0.1891891891891892, 0.1036036036036036]"
1,"[0.06726457399103139, 0.16591928251121077, 0.10762331838565023, 0.10762331838565023, 0.1210762331838565, 0.08071748878923767, 0.15246636771300448, 0.08520179372197309, 0.06726457399103139, 0.17040358744394618, 0.0990990990990991, 0.08558558558558559, 0.0990990990990991, 0.0945945945945946, 0.08558558558558559, 0.08558558558558559, 0.16216216216216217, 0.0990990990990991, 0.08108108108108109, 0.08558558558558559, 0.12162162162162163, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.11711711711711711, 0.0945945945945946, 0.13513513513513514, 0.12162162162162163, 0.08558558558558559, 0.0990990990990991, 0.1036036036036036, 0.08108108108108109, 0.11711711711711711, 0.1891891891891892, 0.0990990990990991, 0.13963963963963963, 0.15315315315315314, 0.09009009009009009, 0.17567567567567569, 0.12612612612612611, 0.10810810810810811, 0.14864864864864866, 0.0945945945945946, 0.1036036036036036, 0.10810810810810811]"
2,"[0.11659192825112108, 0.1210762331838565, 0.09417040358744394, 0.10762331838565023, 0.08520179372197309, 0.13901345291479822, 0.10762331838565023, 0.13452914798206278, 0.06726457399103139, 0.08071748878923767, 0.0990990990990991, 0.08558558558558559, 0.0990990990990991, 0.09009009009009009, 0.06756756756756757, 0.1981981981981982, 0.08558558558558559, 0.0990990990990991, 0.08108108108108109, 0.09009009009009009, 0.17567567567567569, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.11711711711711711, 0.0945945945945946, 0.12612612612612611, 0.12612612612612611, 0.08558558558558559, 0.0990990990990991, 0.1036036036036036, 0.08108108108108109, 0.13963963963963963, 0.15765765765765766, 0.11261261261261261, 0.13963963963963963, 0.11261261261261261, 0.09009009009009009, 0.1891891891891892, 0.12612612612612611, 0.0945945945945946, 0.09009009009009009, 0.22072072072072071, 0.1036036036036036, 0.1036036036036036]"
3,"[0.11659192825112108, 0.1210762331838565, 0.09865470852017937, 0.10762331838565023, 0.09865470852017937, 0.08071748878923767, 0.15246636771300448, 0.13452914798206278, 0.07623318385650224, 0.21973094170403587, 0.0990990990990991, 0.08558558558558559, 0.0945945945945946, 0.06306306306306306, 0.09009009009009009, 0.17567567567567569, 0.13513513513513514, 0.0990990990990991, 0.08108108108108109, 0.14864864864864866, 0.12162162162162163, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.11711711711711711, 0.11261261261261261, 0.12612612612612611, 0.12162162162162163, 0.13513513513513514, 0.0990990990990991, 0.1036036036036036, 0.08108108108108109, 0.13513513513513514, 0.0945945945945946, 0.13513513513513514, 0.13963963963963963, 0.0990990990990991, 0.12612612612612611, 0.1036036036036036, 0.12612612612612611, 0.10810810810810811, 0.13963963963963963, 0.0945945945945946, 0.1036036036036036, 0.1036036036036036]"
4,"[0.11659192825112108, 0.08071748878923767, 0.09417040358744394, 0.1031390134529148, 0.09865470852017937, 0.14349775784753363, 0.10762331838565023, 0.08520179372197309, 0.07623318385650224, 0.07174887892376682, 0.0990990990990991, 0.07207207207207207, 0.0990990990990991, 0.09009009009009009, 0.09009009009009009, 0.06756756756756757, 0.13513513513513514, 0.09009009009009009, 0.08108108108108109, 0.09009009009009009, 0.13963963963963963, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.11711711711711711, 0.11261261261261261, 0.07207207207207207, 0.10810810810810811, 0.0945945945945946, 0.08558558558558559, 0.1036036036036036, 0.08108108108108109, 0.13963963963963963, 0.0945945945945946, 0.11261261261261261, 0.13963963963963963, 0.11261261261261261, 0.12612612612612611, 0.0990990990990991, 0.12612612612612611, 0.0945945945945946, 0.09009009009009009, 0.22522522522522523, 0.1036036036036036, 0.1036036036036036]"
5,"[0.11659192825112108, 0.1210762331838565, 0.09865470852017937, 0.10762331838565023, 0.09865470852017937, 0.14349775784753363, 0.15695067264573992, 0.08520179372197309, 0.07623318385650224, 0.14349775784753363, 0.0990990990990991, 0.08558558558558559, 0.0945945945945946, 0.06306306306306306, 0.09009009009009009, 0.06756756756756757, 0.13513513513513514, 0.09009009009009009, 0.18468468468468469, 0.14864864864864866, 0.12162162162162163, 0.12162162162162163, 0.09009009009009009, 0.08558558558558559, 0.0945945945945946, 0.11261261261261261, 0.12612612612612611, 0.12162162162162163, 0.0945945945945946, 0.08558558558558559, 0.1036036036036036, 0.08108108108108109, 0.17567567567567569, 0.1891891891891892, 0.15315315315315314, 0.13963963963963963, 0.0990990990990991, 0.12612612612612611, 0.1036036036036036, 0.16666666666666666, 0.10810810810810811, 0.15765765765765766, 0.0945945945945946, 0.1036036036036036, 0.1036036036036036]"
6,"[0.11659192825112108, 0.13901345291479822, 0.09417040358744394, 0.10762331838565023, 0.09865470852017937, 0.13901345291479822, 0.10762331838565023, 0.08520179372197309, 0.07623318385650224, 0.07174887892376682, 0.0990990990990991, 0.1036036036036036, 0.12612612612612611, 0.06306306306306306, 0.09009009009009009, 0.06306306306306306, 0.13513513513513514, 0.09009009009009009, 0.08108108108108109, 0.09009009009009009, 0.13513513513513514, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.0945945945945946, 0.11261261261261261, 0.08108108108108109, 0.10810810810810811, 0.13963963963963963, 0.08558558558558559, 0.1036036036036036, 0.08108108108108109, 0.13963963963963963, 0.0945945945945946, 0.11261261261261261, 0.13963963963963963, 0.11261261261261261, 0.12612612612612611, 0.0990990990990991, 0.12612612612612611, 0.0945945945945946, 0.09009009009009009, 0.22522522522522523, 0.1036036036036036, 0.1036036036036036]"
7,"[0.11659192825112108, 0.13901345291479822, 0.09417040358744394, 0.10762331838565023, 0.09865470852017937, 0.17040358744394618, 0.15695067264573992, 0.08520179372197309, 0.07623318385650224, 0.14349775784753363, 0.0990990990990991, 0.10810810810810811, 0.09009009009009009, 0.06306306306306306, 0.13513513513513514, 0.07207207207207207, 0.13513513513513514, 0.09009009009009009, 0.10810810810810811, 0.16666666666666666, 0.12162162162162163, 0.12162162162162163, 0.12612612612612611, 0.08558558558558559, 0.0945945945945946, 0.11261261261261261, 0.12612612612612611, 0.16666666666666666, 0.0945945945945946, 0.08558558558558559, 0.1036036036036036, 0.06756756756756757, 0.17567567567567569, 0.18018018018018017, 0.15315315315315314, 0.13963963963963963, 0.0990990990990991, 0.12612612612612611, 0.1036036036036036, 0.18468468468468469, 0.10810810810810811, 0.17117117117117117, 0.0945945945945946, 0.1036036036036036, 0.1036036036036036]"
8,"[0.12556053811659193, 0.13901345291479822, 0.09417040358744394, 0.06278026905829596, 0.09865470852017937, 0.09865470852017937, 0.10762331838565023, 0.08520179372197309, 0.07623318385650224, 0.07174887892376682, 0.0945945945945946, 0.1036036036036036, 0.09009009009009009, 0.06306306306306306, 0.09009009009009009, 0.06306306306306306, 0.13513513513513514, 0.09009009009009009, 0.08108108108108109, 0.09009009009009009, 0.13513513513513514, 0.12162162162162163, 0.07657657657657657, 0.08558558558558559, 0.0945945945945946, 0.11261261261261261, 0.13063063063063063, 0.10810810810810811, 0.0945945945945946, 0.08558558558558559, 0.1036036036036036, 0.18018018018018017, 0.13963963963963963, 0.0945945945945946, 0.11261261261261261, 0.13963963963963963, 0.11261261261261261, 0.12612612612612611, 0.12162162162162163, 0.12612612612612611, 0.0945945945945946, 0.09009009009009009, 0.22522522522522523, 0.1036036036036036, 0.1036036036036036]"
