in_deg_centrality,[ 0  2 17  3]
0,"[0.06986027944111776, 0.09, 0.128, 0.088, 0.078, 0.096, 0.1, 0.098, 0.082, 0.102, 0.122, 0.098, 0.116, 0.1, 0.114, 0.11, 0.102, 0.13, 0.078, 0.08016032064128256]"
1,"[0.09381237524950099, 0.092, 0.098, 0.104, 0.092, 0.106, 0.106, 0.086, 0.098, 0.11, 0.098, 0.11, 0.116, 0.1, 0.09, 0.098, 0.102, 0.078, 0.078, 0.1062124248496994]"
2,"[0.10379241516966067, 0.102, 0.098, 0.096, 0.078, 0.106, 0.09, 0.112, 0.082, 0.112, 0.098, 0.104, 0.116, 0.078, 0.102, 0.104, 0.092, 0.088, 0.102, 0.1062124248496994]"
3,"[0.09381237524950099, 0.102, 0.128, 0.106, 0.11, 0.096, 0.118, 0.086, 0.108, 0.104, 0.098, 0.11, 0.116, 0.088, 0.09, 0.12, 0.082, 0.114, 0.094, 0.08016032064128256]"
4,"[0.09381237524950099, 0.102, 0.106, 0.096, 0.11, 0.106, 0.106, 0.112, 0.082, 0.112, 0.098, 0.104, 0.11, 0.118, 0.106, 0.114, 0.092, 0.082, 0.108, 0.10821643286573146]"
5,"[0.09381237524950099, 0.092, 0.1, 0.096, 0.122, 0.096, 0.118, 0.098, 0.108, 0.102, 0.086, 0.11, 0.11, 0.088, 0.116, 0.12, 0.108, 0.094, 0.112, 0.08016032064128256]"
6,"[0.09381237524950099, 0.11, 0.084, 0.102, 0.11, 0.102, 0.106, 0.088, 0.082, 0.112, 0.086, 0.104, 0.11, 0.076, 0.098, 0.114, 0.092, 0.114, 0.108, 0.10821643286573146]"
7,"[0.09381237524950099, 0.092, 0.082, 0.096, 0.122, 0.096, 0.118, 0.098, 0.108, 0.118, 0.09, 0.11, 0.11, 0.088, 0.116, 0.064, 0.094, 0.094, 0.078, 0.08016032064128256]"
8,"[0.09381237524950099, 0.1, 0.084, 0.106, 0.086, 0.116, 0.106, 0.09, 0.088, 0.094, 0.074, 0.104, 0.11, 0.09, 0.116, 0.114, 0.092, 0.116, 0.108, 0.08617234468937876]"
9,"[0.09381237524950099, 0.092, 0.102, 0.096, 0.122, 0.062, 0.118, 0.088, 0.08, 0.1, 0.122, 0.082, 0.136, 0.118, 0.104, 0.13, 0.092, 0.098, 0.106, 0.08016032064128256]"
10,"[0.08582834331337326, 0.104, 0.088, 0.122, 0.098, 0.148, 0.092, 0.092, 0.084, 0.106, 0.086, 0.166, 0.116, 0.088, 0.114, 0.12, 0.094, 0.1, 0.11, 0.08016032064128256]"
11,"[0.1277445109780439, 0.16, 0.146, 0.14, 0.124, 0.124, 0.13, 0.112, 0.082, 0.122, 0.126, 0.108, 0.126, 0.104, 0.116, 0.138, 0.122, 0.066, 0.116, 0.08016032064128256]"
12,"[0.11776447105788423, 0.136, 0.144, 0.118, 0.124, 0.148, 0.168, 0.116, 0.072, 0.096, 0.11, 0.138, 0.112, 0.14, 0.138, 0.108, 0.104, 0.142, 0.104, 0.11022044088176353]"
13,"[0.0998003992015968, 0.16, 0.118, 0.132, 0.13, 0.17, 0.106, 0.142, 0.096, 0.164, 0.122, 0.142, 0.11, 0.09, 0.16, 0.126, 0.126, 0.134, 0.12, 0.11422845691382766]"
14,"[0.12375249500998003, 0.164, 0.112, 0.136, 0.136, 0.156, 0.152, 0.134, 0.064, 0.124, 0.124, 0.134, 0.136, 0.102, 0.136, 0.126, 0.124, 0.142, 0.12, 0.13226452905811623]"
