eigenvector_centrality,"[8, 21, 12, 5, 23]"
0,"[0.08977556109725686, 0.095, 0.11, 0.095, 0.0975, 0.0825, 0.08, 0.0925, 0.085, 0.11, 0.1125, 0.115, 0.085, 0.115, 0.1075, 0.1125, 0.095, 0.1125, 0.0925, 0.0725, 0.085, 0.1025, 0.1225, 0.12, 0.10275689223057644]"
1,"[0.10972568578553615, 0.1025, 0.08, 0.085, 0.1, 0.1, 0.1275, 0.12, 0.115, 0.1125, 0.1, 0.1, 0.095, 0.11, 0.1075, 0.1825, 0.1175, 0.095, 0.0825, 0.1325, 0.075, 0.115, 0.12, 0.0975, 0.11278195488721804]"
2,"[0.10224438902743142, 0.095, 0.1375, 0.095, 0.0825, 0.0825, 0.095, 0.0925, 0.115, 0.095, 0.1, 0.115, 0.095, 0.1325, 0.1075, 0.1175, 0.1175, 0.095, 0.0925, 0.1325, 0.085, 0.1075, 0.12, 0.1225, 0.12030075187969924]"
3,"[0.1371571072319202, 0.1025, 0.085, 0.085, 0.0775, 0.0725, 0.095, 0.12, 0.1075, 0.1125, 0.1, 0.1, 0.095, 0.11, 0.1075, 0.16, 0.12, 0.095, 0.0825, 0.1325, 0.075, 0.115, 0.0975, 0.1425, 0.11278195488721804]"
4,"[0.10972568578553615, 0.095, 0.1375, 0.085, 0.0825, 0.0825, 0.095, 0.0925, 0.11, 0.11, 0.1, 0.1025, 0.095, 0.145, 0.1075, 0.0875, 0.1175, 0.095, 0.0925, 0.1325, 0.115, 0.1075, 0.1275, 0.1225, 0.07769423558897243]"
5,"[0.10972568578553615, 0.1025, 0.08, 0.085, 0.11, 0.16, 0.095, 0.12, 0.105, 0.1125, 0.1, 0.1, 0.095, 0.11, 0.1075, 0.12, 0.1175, 0.095, 0.0825, 0.18, 0.14, 0.185, 0.095, 0.1125, 0.11278195488721804]"
6,"[0.10972568578553615, 0.1025, 0.1375, 0.085, 0.0825, 0.0825, 0.095, 0.0925, 0.105, 0.1275, 0.1125, 0.1725, 0.095, 0.2475, 0.1075, 0.1125, 0.2125, 0.095, 0.0925, 0.29, 0.1075, 0.1075, 0.12, 0.1125, 0.11027568922305764]"
7,"[0.10972568578553615, 0.1025, 0.08, 0.085, 0.0825, 0.13, 0.14, 0.12, 0.1375, 0.1125, 0.1, 0.1875, 0.095, 0.11, 0.1075, 0.125, 0.1175, 0.095, 0.13, 0.11, 0.1075, 0.115, 0.0925, 0.1125, 0.15538847117794485]"
8,"[0.10972568578553615, 0.1025, 0.1375, 0.1475, 0.0825, 0.0825, 0.095, 0.0925, 0.105, 0.145, 0.1625, 0.0825, 0.095, 0.2575, 0.12, 0.1125, 0.2575, 0.1075, 0.0925, 0.1275, 0.0825, 0.1075, 0.12, 0.1125, 0.12531328320802004]"
9,"[0.10972568578553615, 0.1025, 0.08, 0.085, 0.0825, 0.1475, 0.125, 0.12, 0.1225, 0.135, 0.1, 0.205, 0.13, 0.11, 0.1475, 0.1125, 0.1175, 0.095, 0.13, 0.135, 0.095, 0.115, 0.09, 0.1125, 0.11278195488721804]"
10,"[0.10972568578553615, 0.1025, 0.1375, 0.155, 0.0825, 0.0825, 0.095, 0.0925, 0.105, 0.135, 0.135, 0.08, 0.0775, 0.2625, 0.105, 0.1125, 0.27, 0.1125, 0.0925, 0.1275, 0.0825, 0.1075, 0.12, 0.1125, 0.10275689223057644]"
11,"[0.10972568578553615, 0.1025, 0.08, 0.085, 0.0825, 0.1, 0.125, 0.12, 0.1275, 0.155, 0.1, 0.1125, 0.1375, 0.11, 0.16, 0.1125, 0.1175, 0.095, 0.1925, 0.1275, 0.0975, 0.115, 0.09, 0.12, 0.11278195488721804]"
12,"[0.10972568578553615, 0.1025, 0.1375, 0.205, 0.0825, 0.0825, 0.095, 0.0925, 0.105, 0.155, 0.1125, 0.08, 0.0825, 0.255, 0.105, 0.095, 0.2825, 0.105, 0.0925, 0.185, 0.0825, 0.1075, 0.12, 0.1125, 0.10275689223057644]"
13,"[0.10972568578553615, 0.1025, 0.08, 0.12, 0.0825, 0.1, 0.125, 0.12, 0.1325, 0.1575, 0.1, 0.135, 0.115, 0.11, 0.16, 0.1125, 0.1175, 0.115, 0.2425, 0.125, 0.075, 0.115, 0.09, 0.15, 0.11278195488721804]"
14,"[0.10972568578553615, 0.1025, 0.1375, 0.155, 0.0825, 0.0825, 0.095, 0.0925, 0.105, 0.1225, 0.1125, 0.08, 0.1125, 0.2375, 0.1175, 0.0825, 0.2325, 0.115, 0.0925, 0.1725, 0.0825, 0.1075, 0.12, 0.1125, 0.10275689223057644]"
